"","emp_percent","excl_percent","earn_ratio","pc_live","pc_secure","pc_voted","pc_voted.1","hp_ratio","AccScore","Cluster","include"
"E01004816",58.0381471389646,8.56031128404669,3.85117712865903,76.2611275964392,88.9671361502347,65.943600867679,68.8720173535792,6.83188831145605,1,1,"YES"
"E01004817",63.7445887445887,8.35972134262191,4.3552506143288,81.2877263581489,91.1262798634812,73.8475177304965,70.3900709219858,3.71307466202476,0,4,"YES"
"E01004818",60.625,10.5035971223022,3.31300786756997,79.236276849642,92.9166666666667,65.5704008221994,66.1870503597122,4.05394458877949,0,1,"YES"
"E01004819",68.7086092715232,7.29537366548043,3.84615384615385,78.8321167883212,87.7682403433476,75.4325259515571,74.7404844290657,5.23651127959903,2,4,"YES"
"E01004820",54.4138929088278,12.4592833876222,4.35753846153846,75.2212389380531,87.9177377892031,57.2109654350417,65.315852205006,3.44173316951432,0,5,"YES"
"E01004822",49.9280575539568,13.2850241545894,3.90997240671053,73.2203389830509,86.7605633802817,58.7058823529412,64.2352941176471,4.69109195402299,0,5,"YES"
"E01004823",52.827763496144,15.0069156293223,3.75136148566069,72.8531855955679,91.9621749408984,58.257345491388,62.9179331306991,3.7316384180791,0,1,"YES"
"E01004824",49.4652406417112,9.66484801247077,3.93338681634793,72.8222996515679,85.0948509485095,55.3551296505073,69.2220969560316,4.40271794871795,1,5,"YES"
"E01004825",51.1440107671602,12.2905027932961,4.33777200389737,73.0263157894737,83.4625322997416,54.1336353340883,67.4971687429219,4.12871794871795,1,5,"YES"
"E01004826",54.8512289780078,11.0599078341014,4.24908424908425,75.8241758241758,87.6712328767123,66.0944206008584,66.9527896995708,3.19421875,1,5,"YES"
"E01004827",59.6330275229358,10.9947643979058,4.00427122263748,78.2716049382716,87.8723404255319,61.7929562433298,64.034151547492,3.77822851545989,0,1,"YES"
"E01004828",58.7009803921569,8.77581120943953,4.22098266438585,77.25,88.4297520661157,61.6889804325438,65.2935118434604,3.66832085456446,1,1,"YES"
"E01004829",53.3950617283951,10.8837209302326,4.83555786347741,73.9583333333333,86.4942528735632,62,67.0666666666667,3.91073803191489,0,5,"YES"
"E01004830",69.5530726256983,8.25688073394496,3.64874703983217,77.5,91.3555992141454,62.5129802699896,70.9241952232606,3.8393513181898,0,4,"YES"
"E01004831",71.7917675544794,6.04229607250755,4.06072019599373,77.4621212121212,88.529886914378,68.8995215311005,73.4928229665072,5.32401041666667,0,4,"YES"
"E01004832",71.3692946058091,7.67241379310345,3.41741176470588,76.2931034482759,92.6136363636364,70.3196347031963,68.2648401826484,4.31979124651677,1,4,"YES"
"E01004833",75.0696378830084,5.15625,4.44036312489985,78.2881002087683,92.1052631578947,67.7165354330709,76.0826771653543,6.80828703703704,1,4,"YES"
"E01004834",63.501849568434,7.1870170015456,4.09023475966548,78.6363636363636,89.2787524366472,70.5338809034908,72.4845995893224,3.79117907801418,0,4,"YES"
"E01004835",73.4567901234568,5.55088309503785,4.58917680296611,83.2167832167832,88.1453154875717,79.7116374871267,78.7847579814624,9.17554891015076,1,2,"YES"
"E01004836",73.2415902140673,4.75812846946868,4.10766413398319,83.7837837837838,88.4848484848485,72.0883534136546,77.4096385542169,7.99613563968121,1,3,"YES"
"E01004837",74.6799431009957,3.75093773443361,4.89247686851959,88.302752293578,90,82.8226555246054,82.4512534818942,12.2394925869025,2,2,"YES"
"E01004838",60.8323133414933,10.16825164594,4.39313873697917,81.9025522041763,86.5079365079365,70.4498977505112,68.5071574642127,4.4749531835206,0,5,"YES"
"E01004839",60.1973684210526,13.0042143287176,4.04761439732143,71.4285714285714,89.4454382826476,65.1618398637138,65.4173764906303,6.624108893216,0,1,"YES"
"E01004840",72.7272727272727,5.85996955859969,3.8685319587657,85.4771784232365,90.4599659284497,77.4928774928775,77.3979107312441,8.72421309419649,2,3,"YES"
"E01004841",56.5749235474006,14.0536149471974,3.57615894039735,73.900293255132,93.0232558139535,63.0241423125794,57.1791613722999,4.18022222222222,1,1,"YES"
"E01004842",75.5129958960328,3.95114942528736,4.15015115017361,84.133611691023,91.9439579684764,79.5755968169761,77.0114942528736,9.49583845281864,3,3,"YES"
"E01004843",74.8633879781421,4.80847595762021,4.4434628975265,83.3675564681725,90.2730375426621,84.5226130653266,78.9949748743719,9.33518129082558,4,2,"YES"
"E01004844",74.8923959827834,3.35070737155622,4.44444444444444,84.5652173913043,89.1938250428816,86.7088607594937,83.3634719710669,15.658816086613,4,2,"YES"
"E01004845",73.3861834654587,4.89993098688751,4.21494894748264,86.1423220973783,90.6202723146747,84.2150910667823,74.2411101474415,9.00063492063492,1,3,"YES"
"E01004846",57.4603174603175,10.5009633911368,4.27218475985706,76.8456375838926,86.2162162162162,60.3921568627451,66.1437908496732,4.09967079765714,1,5,"YES"
"E01004847",52.6193247962747,9.77491961414791,4.48436041245452,75.4569190600522,89.6703296703297,62.2571692876966,65.9574468085106,4.00452578591989,1,1,"YES"
"E01004848",52.6027397260274,10.7857142857143,3.4755833575459,68.9075630252101,89.4472361809045,62.3516720604099,61.0571736785329,4.05589285714286,0,1,"YES"
"E01004849",49.7237569060773,9.54773869346734,4.32222005208333,66.7844522968198,82.4858757062147,58.9867310012063,66.7068757539204,4.87900453351204,0,5,"YES"
"E01004850",53.1531531531532,13.1221719457014,3.63853123002062,76.8817204301075,88.2086167800454,56.6593886462882,65.3930131004367,3.08554739023931,0,1,"YES"
"E01004851",46.1290322580645,12.0521172638436,4.50501000976563,75.1111111111111,90.3345724907063,52.0383693045564,71.1031175059952,6.71294444444444,0,1,"YES"
"E01004852",53.4188034188034,7.93650793650794,4.36791261436278,71.003717472119,83.4710743801653,60,67.5903614457831,4.66767857142857,0,5,"YES"
"E01004853",50.593471810089,11.01243339254,4.25266212592004,72.4381625441696,83.9181286549708,58.9147286821705,66.2790697674419,4.1858024691358,0,5,"YES"
"E01004854",48.5148514851485,8.02005012531328,4.14486858258929,70.9302325581395,86.0681114551084,57.5866188769415,66.9056152927121,5.21684523809524,0,5,"YES"
"E01004855",69.4285714285714,8.15956482320943,3.86515639500996,77.5330396475771,92.8853754940711,73.2851985559567,67.5090252707581,4.39552083333333,0,4,"YES"
"E01004856",61.3601236476043,12.4775583482944,3.81608710106055,76.4204545454545,90.1204819277108,61.6541353383459,66.5413533834586,4.45705882352941,2,1,"YES"
"E01004857",64.2954856361149,11.1842105263158,4.33451874477458,75.0611246943765,90.1052631578947,68.15578465063,67.5830469644903,4.14027777777778,1,1,"YES"
"E01004858",72.2598105548038,9.09791827293755,3.53437044929689,77.8656126482213,92.1847246891652,65.4736842105263,66.8421052631579,4.75490740740741,1,4,"YES"
"E01004859",63.2027257240204,10.061919504644,4.3867381559076,76.9911504424779,90.9319899244333,57.4725274725275,70.7692307692308,3.99814365079439,0,1,"YES"
"E01004860",69.5924764890282,9.03665814151748,3.71352785145889,75.2336448598131,90.7216494845361,63.5851183765502,69.4475760992108,5.40671875,1,4,"YES"
"E01004861",57.4759945130315,13.6327185244587,3.73053217550748,74.5547073791349,91.2643678160919,67.7267373380448,62.1908127208481,4.95239583333333,1,1,"YES"
"E01004862",57.8688524590164,13.4513274336283,4.10334878371486,75.3846153846154,90.5817174515235,64.8963730569948,62.4352331606218,4.61635514849095,1,1,"YES"
"E01004863",61.8759455370651,11.9465329991646,4.08044010416667,76.6404199475066,90.1639344262295,65.4117647058824,62,4.23074229691877,1,1,"YES"
"E01004864",71.5803452855246,6.94980694980695,3.33557800224467,82.2834645669291,89.8778359511344,71.4285714285714,70.0201207243461,4.62821247022218,1,4,"YES"
"E01004865",65.8823529411765,8.59375,3.75139819119884,82.3960880195599,89.6774193548387,65.3061224489796,69.8412698412698,4.15375,1,4,"YES"
"E01004866",57.004160887656,13.0111524163569,3.6175,76.3736263736264,88.4615384615385,58.3421891604676,65.356004250797,4.13686244798233,0,1,"YES"
"E01004867",68.1578947368421,7.61670761670762,4.49884601909329,77.3504273504274,89.7196261682243,68.2203389830508,72.1398305084746,3.66500683460262,1,4,"YES"
"E01004868",65.6716417910448,9.96884735202492,4.19336097977857,78.7280701754386,92.090395480226,74.3810548977395,68.3530678148547,3.45564538741959,3,4,"YES"
"E01004869",63.2754342431762,10.4667609618105,3.73504607371795,76.5864332603939,90.1353965183752,61.25,65.7692307692308,3.28046875,2,1,"YES"
"E01004870",59.3370165745856,10.2846054333765,4.58463237441589,72.8448275862069,86.1261261261261,65.2936021034181,70.11393514461,4.60822738473792,1,5,"YES"
"E01004871",55.1966292134831,8.6661002548853,4.41773345686432,71.0280373831776,85.0855745721271,63.8686131386861,72.3844282238443,5.05196659203222,0,5,"YES"
"E01004872",64.2131979695431,9.62309542902967,3.77622377622378,73.3183856502242,89.6749521988528,72.5405405405405,65.7297297297297,4.90956938407904,2,1,"YES"
"E01004873",63.080684596577,9.05716406829993,4.41886082573434,76.3374485596708,91.2408759124088,68.9969604863222,67.5785207700101,5.67388846441604,1,4,"YES"
"E01004874",68.9567430025445,9.10436713545522,3.89445557782231,77.8672032193159,91.2126537785589,70.3703703703704,65.2652652652653,5.4128125,2,4,"YES"
"E01004875",72.2304283604136,6.42570281124498,4.14666666666667,81.1816192560175,90.4214559386973,70.5943691345151,74.1397288842544,6.45553242117787,2,4,"YES"
"E01004876",65.3940886699507,10.7758620689655,3.43413908471451,79.8019801980198,90.8108108108108,69.2084942084942,67.3745173745174,5.32353966906899,2,4,"YES"
"E01004877",50.9943181818182,13.6679536679537,3.57241826272709,67.4050632911392,88.3783783783784,53.9884393063584,60.9248554913295,4.88505073301722,2,1,"YES"
"E01004878",64.6808510638298,6.58333333333333,5.00253473595728,74.3718592964824,88.135593220339,62.3751387347392,71.1431742508324,4.88345334130302,2,5,"YES"
"E01004879",56.8627450980392,11.9,4.46943472365703,72.3905723905724,88.034188034188,62.1848739495798,63.5854341736695,6.08350574712644,3,1,"YES"
"E01004880",74.1463414634146,5.01893939393939,4.20611192898945,76.3414634146341,90.3688524590164,69.6450428396573,72.7050183598531,6.40350615812475,2,4,"YES"
"E01004881",73.2441471571906,6.77830940988836,4.19846547314578,80.2056555269923,93.1567328918322,58.9382448537378,73.0227518959913,4.57175925925926,0,4,"YES"
"E01004882",79.874213836478,5.10752688172043,3.79864071638086,80.1268498942918,89.8148148148148,74.2696629213483,72.8089887640449,6.43638888888889,0,4,"YES"
"E01004883",78.8787483702738,6.00480384307446,3.94532450631189,82.3639774859287,92.914653784219,79,73.1,5.344625,1,3,"YES"
"E01004884",79.1803278688525,3.05220883534137,4.57189870905949,87.8787878787879,90.8921933085502,80.3294573643411,82.7519379844961,8.95506980405337,2,2,"YES"
"E01004885",78.0373831775701,2.97723292469352,5.29638966475921,83.7209302325581,88.1578947368421,84.3010752688172,83.4408602150538,12.6999162479062,3,2,"YES"
"E01004886",70.6924315619968,8.40258541089566,3.60441435455821,76.4423076923077,91.2951167728238,70.9245742092457,70.9245742092457,5.83924464233485,2,4,"YES"
"E01004887",69.6825396825397,8.46422338568935,3.51731755184251,81.1320754716981,91.8067226890756,71.9866071428571,73.2142857142857,7.18892616718033,2,4,"YES"
"E01004888",73.5598227474151,7.80269058295964,3.81435277465743,85.501066098081,92.364990689013,75.593220338983,73.5593220338983,6.97483333333333,1,3,"YES"
"E01004889",73.7003058103976,8.84648742411101,4.09220779220779,81.0267857142857,92.7450980392157,69.7278911564626,70.2947845804989,5.98616738857063,0,4,"YES"
"E01004890",75.5304101838755,6.11390284757119,3.41590537829538,84.9794238683128,93.0783242258652,72.9672650475185,75.5015839493136,5.65764220481694,0,4,"YES"
"E01004891",77.0538243626062,5.12024825446082,3.9114319354243,80.2816901408451,91.3996627318718,74.0321057601511,77.3371104815864,6.26283867762309,1,3,"YES"
"E01004892",72.6586102719033,5.02215657311669,4.22299887569431,82.6086956521739,91.5831663326653,71.4418604651163,79.6279069767442,7.48154049809619,1,3,"YES"
"E01004893",77.1641791044776,3.00500834724541,4.25993176184124,83.5030549898167,91.7525773195876,80.1619433198381,81.0728744939271,8.99713055147425,1,3,"YES"
"E01004894",75.5453501722158,5.79427083333333,3.8860103626943,79.8347107438017,91.899852724595,75.8383490971625,72.914875322442,6.00166428911079,1,4,"YES"
"E01004895",73.5124760076775,7.62970498474059,3.55671831708931,77.319587628866,93.8242280285036,71.9160104986877,71.1286089238845,6.10933516868446,1,4,"YES"
"E01004896",76.8946395563771,3.33333333333333,5.31084099429237,82.9131652661064,88.0794701986755,73.8445378151261,80.7773109243697,11.1406574569751,1,2,"YES"
"E01004897",79.0697674418605,3.98633257403189,4.0325274987026,84.6965699208443,90.4444444444444,83.4912043301759,77.6725304465494,5.90866666666667,1,3,"YES"
"E01004899",74.8663101604278,6.36070853462158,4.22772495284177,80.9128630705394,91.1347517730496,74.5850622406639,74.6887966804979,7.42201202879657,1,4,"YES"
"E01004900",75.3846153846154,4.08163265306122,3.86867134389813,83.5164835164835,90.4191616766467,81.9095477386935,75.1758793969849,5.63884736754692,2,3,"YES"
"E01004901",79.5358649789029,4.68029004614371,4.08827590400561,84.4729344729345,91.449814126394,83.0806065442937,77.7334397446129,8.47713675213675,2,3,"YES"
"E01004902",72,7.7079107505071,4.13830915178572,78.5714285714286,93.2258064516129,69.3006357856494,69.8455949137148,4.03476160282805,0,4,"YES"
"E01004903",77.733860342556,5.20570948782536,3.90828262638917,83.1501831501832,90.4088050314465,76.500508646999,75.1780264496439,6.72273936170213,2,3,"YES"
"E01004904",76.3187429854096,6.73758865248227,4.01016541332627,80.1652892561983,90.2332361516035,78.1504986400725,75.8839528558477,6.07087912087912,1,3,"YES"
"E01004905",69.5890410958904,9.35251798561151,3.97055330956213,74.5867768595041,92.0517560073937,70.2959830866808,67.5475687103594,5.36778846153846,1,4,"YES"
"E01004906",67.8173719376392,10.3359173126615,3.7264989924078,79.3233082706767,91.85667752443,67.4061433447099,65.9556313993174,4.17652777777778,0,4,"YES"
"E01004907",64.6302250803859,11.0781404549951,4.19997910776994,76.8194070080862,89.5981087470449,68.6842105263158,64.7368421052632,5.26365997132647,0,1,"YES"
"E01004908",74.7663551401869,4.99528746465599,4.19511173461294,81.4323607427056,93.5632183908046,69.2028985507246,73.792270531401,6.85063137270409,0,4,"YES"
"E01004909",70.6185567010309,8.88689407540395,4.05139418153181,76.1786600496278,92.9824561403509,65.0416171224733,69.678953626635,6.08875,0,4,"YES"
"E01004910",76.0511882998172,6.21082621082621,3.46610043043656,79.5783926218709,92.9223744292237,78.1911013858497,71.9912472647702,4.97222222222222,1,4,"YES"
"E01004911",65.5120481927711,10.2201257861635,3.375,80.3695150115473,93.1958762886598,67.5381263616558,67.7559912854031,5.74236565536387,1,4,"YES"
"E01004912",77.6386404293381,3.9349871685201,4.03394750704398,77.0089285714286,91.7159763313609,69.5924764890282,78.8923719958203,7.30920570073863,2,3,"YES"
"E01004913",76.0702524698134,7.53052917232022,3.60252171242738,77.7597402597403,93.8571428571429,75.4275427542754,70.02700270027,6.02105034003918,2,4,"YES"
"E01004914",78.0092592592593,3.54745925215724,5.85253998898007,76.6561514195584,90.3645833333333,62.8778718258767,78.1136638452237,9.25589005235602,2,2,"YES"
"E01004915",78,5.89861751152074,3.77192504882813,76.1388286334056,90.7547169811321,72.7982162764771,78.8182831661093,7.14691259836349,4,3,"YES"
"E01004916",71.9864176570458,7.36932305055698,3.75587757989348,74.1206030150754,91.9389978213508,65.6398104265403,70.260663507109,5.47947916666667,1,4,"YES"
"E01004917",75.9,6.82367149758454,3.50678733031674,78.7023977433004,92.2110552763819,77.6995305164319,71.6744913928013,7.60369226142833,5,3,"YES"
"E01004918",75.3649635036496,5.29355149181906,3.94527401458082,78.743961352657,92.9752066115702,71.7365269461078,79.1616766467066,7.27317857747826,4,3,"YES"
"E01004919",78.1659388646288,4.34056761268781,4.53141334513892,83.6032388663968,92.8196147110333,79.2996910401648,76.8280123583934,6.66636750963078,1,3,"YES"
"E01004920",67.6425269645609,8.57378400659522,4.38104080274377,76.2589928057554,91.0931174089069,74.8615725359911,73.7541528239203,9.51339764201501,1,4,"YES"
"E01004921",76.1215629522431,5.90614886731392,3.31661344650034,80.8553971486762,91.6814159292035,73.208722741433,71.2357217030114,5.26360194383043,1,4,"YES"
"E01004922",67.5050301810865,9.31832395247029,3.91163794417509,80.2792321116928,91.1111111111111,73.4335839598997,66.6666666666667,4.31938596491228,2,4,"YES"
"E01004923",74.5454545454545,6.70640834575261,3.50120180843207,81.2068965517241,90.1492537313433,80.620884289746,72.6246472248354,4.3791630307947,1,4,"YES"
"E01004924",82.3444283646889,3.62438220757825,3.9390756302521,86.5384615384615,89.5161290322581,84.5997973657548,78.6220871327254,9.5411269678811,4,3,"YES"
"E01004925",73.9554317548747,6.21225194132873,4.00246726310488,81.5415821501014,89.6434634974533,81.6494845360825,74.639175257732,5.57320175438597,1,3,"YES"
"E01004926",60.377358490566,13.4556574923547,3.81324643990007,71.1409395973154,91.3690476190476,64.7779479326187,60.1837672281776,4.47222222222222,1,1,"YES"
"E01004927",62.2093023255814,11.9977985690699,4.11437881570779,76.8695652173913,91.4330218068536,68.6337914308812,62.8940986257074,5.62270038656793,1,1,"YES"
"E01004928",68.0365296803653,10.5121293800539,3.77759739583333,77.511961722488,91.8976545842217,66.4705882352941,71.5294117647059,4.00390625,1,4,"YES"
"E01004929",68.5823754789272,8.73511060692002,3.94629769239558,81.5336463223787,90.0949796472185,73.0828220858896,70.5521472392638,7.40913610022301,1,4,"YES"
"E01004930",72.8813559322034,6.26984126984127,4.15546821343681,80.083857442348,92.128801431127,67.1626984126984,72.5198412698413,5.75046838502184,2,4,"YES"
"E01004931",69.583931133429,7.72058823529412,3.86313896937086,75.1693002257336,93.8104448742747,63.1256384065373,69.6629213483146,4.33005208333333,1,4,"YES"
"E01004932",74.3083003952569,7.36677115987461,3.40420118277826,78.9077212806026,91.9672131147541,73.7060041407867,70.2898550724638,3.82666083861105,1,4,"YES"
"E01004933",81.3218390804598,5.13290559120073,3.461333984375,85.1145038167939,91.4191419141914,80.8035714285714,75.4464285714286,5.43658843730405,4,3,"YES"
"E01004934",72.4576271186441,6.59050966608084,3.97093315901691,81.304347826087,90.1610017889088,82.4942791762014,72.4256292906178,10.3640644092023,6,3,"YES"
"E01004935",76.2004175365344,5.06849315068493,3.83518713460468,82.2784810126582,90.578734858681,81.8493150684932,72.1746575342466,6.86344988344988,2,3,"YES"
"E01004936",78.1376518218623,6.45539906103286,4.18877588002519,78.9124668435013,88.8505747126437,74.8520710059172,77.5147928994083,6.16058823529412,1,3,"YES"
"E01004937",76.775956284153,5.85197934595525,3.88814482040713,82.341650671785,91.0569105691057,84,80.6486486486486,8.66116597366597,4,3,"YES"
"E01004938",65.3614457831325,13.0182421227197,4.03616392600205,75.3554502369668,92.8104575163399,62.7099664053751,66.1814109742441,5.46596774193548,1,1,"YES"
"E01004939",74.1279069767442,8.65384615384615,3.64040038426498,79.2372881355932,91.8819188191882,70.2731092436975,72.0588235294118,5.87416666666667,1,4,"YES"
"E01004940",75.8333333333333,6.94668820678514,4.06860031737458,82.1501014198783,90.3339191564148,72.8271728271728,75.5244755244755,5.89995731223643,4,3,"YES"
"E01004941",70.573566084788,9.08440629470672,3.96933333333333,72.952380952381,90.8319185059423,71.6814159292035,68.0432645034415,7.36919441019318,2,4,"YES"
"E01004942",60.5755395683453,10.9271523178808,4.16666666666667,73.474801061008,91.6279069767442,72.0605355064028,61.9324796274738,5.90487461589199,2,1,"YES"
"E01004943",73.2530120481928,6.36704119850187,3.80172628716765,80.3308823529412,91.6666666666667,78.1746031746032,72.6190476190476,6.881569664903,1,4,"YES"
"E01004944",78.0701754385965,5.42215336948102,4.16780775521572,80.9278350515464,91.0606060606061,79.009900990099,74.5544554455445,8.08866036687048,3,3,"YES"
"E01004945",76.3843648208469,4.01310401310401,4.25875953871126,80.3317535545024,90.2970297029703,75.0261233019854,78.2654127481714,10.1737254901961,3,3,"YES"
"E01004946",66.1266568483063,9.52380952380952,3.86052797619783,72.5060827250608,92.9336188436831,62.6519337016575,64.1988950276243,7.0018657723292,2,1,"YES"
"E01004947",72.9591836734694,8.21018062397373,3.99260477705541,78.735632183908,91.1611785095321,76.3713080168776,69.3037974683544,5.52961463397416,0,4,"YES"
"E01004948",66.5919282511211,10.1073910296905,4.16635231143294,78.5843920145191,90.3536977491961,68.6757215619694,67.3174872665535,4.72514240412031,0,4,"YES"
"E01004949",77.938808373591,3.70051635111876,4.0207137042514,83.7662337662338,90.9604519774011,80.0834202294056,81.126173096976,8.43090042638575,1,3,"YES"
"E01004950",78.7828947368421,3.6144578313253,4.98290518850749,81.4814814814815,88.2142857142857,82.0359281437126,83.6327345309381,10.9832047210568,5,2,"YES"
"E01004951",76.7080745341615,3.42465753424658,4.06976744186047,80.9110629067245,91.0583941605839,73.1870229007634,79.8664122137405,8.28565734444982,1,3,"YES"
"E01004952",78.75,3.18725099601594,4.5685646474658,86.0576923076923,91.2778904665314,76.5774378585086,82.791586998088,10.5777749273132,2,2,"YES"
"E01004953",79.9079754601227,3.5042735042735,3.93727241352707,83.9756592292089,90.9090909090909,79.4764397905759,77.8010471204189,7.40862794612795,0,3,"YES"
"E01004954",73.5593220338983,6.93153000845308,3.78007380073801,80.1452784503632,92.7536231884058,71.5555555555555,75.7777777777778,6.50452196382429,3,3,"YES"
"E01004955",70.5128205128205,8.97683397683398,3.7493359375,75.8949880668258,91.4405010438413,70.3422053231939,70.722433460076,5.76226600576762,0,4,"YES"
"E01004956",69.7211155378486,7.82608695652174,3.96060553854228,78.8461538461538,92.2651933701657,69.6463654223969,69.7445972495088,4.50885964912281,1,4,"YES"
"E01004957",62.0689655172414,11.8855465884079,3.71463675653546,75.2336448598131,90.6832298136646,62.7705627705628,66.4502164502164,5.00794117647059,0,1,"YES"
"E01004958",65.3435114503817,9.66898954703833,4.15293828179833,74.0458015267176,91.703056768559,64.1119221411192,67.1532846715328,4.29317204301075,0,1,"YES"
"E01004959",64.2416769420469,10.2810650887574,4.124425818371,74.0425531914894,90.3107861060329,67.8102926337033,68.1130171543895,4.47015732554306,0,1,"YES"
"E01004960",50.5226480836237,15.3625954198473,3.5862245013565,69.3798449612403,93.3098591549296,62.6168224299065,55.1401869158878,6.62171269663701,0,1,"YES"
"E01004961",75.3889674681754,6.41754670999188,4.444,77.7327935222672,93.0728241563055,78.1512605042017,71.8487394957983,6.90463895265191,1,4,"YES"
"E01004962",76.2611275964392,4.74055092889174,3.9243183151901,86.0088365243004,91.3533834586466,81.7813765182186,75.4655870445344,5.29260683760684,0,3,"YES"
"E01004963",75,6.34802091112771,3.92306191173632,81.2371134020619,90.4847396768402,76.5209125475285,76.425855513308,6.79618997912317,1,3,"YES"
"E01004964",77.2967265047518,4.53661697990927,3.65684633288704,80.9523809523809,93.4296977660972,75.5480607082631,73.4401349072513,4.93219298245614,0,4,"YES"
"E01004965",78.1076066790352,3.70009737098345,4.40679936097573,80.1033591731266,91.3793103448276,80.8664259927798,81.468110709988,10.1834992606914,2,2,"YES"
"E01004966",67.6240208877285,10.4103343465046,4.0303841972864,79.874213836478,92.0863309352518,75.3465346534653,69.5049504950495,8.20146513498963,0,4,"YES"
"E01004967",79.622641509434,3.33333333333333,4.59792603208963,81.5270935960591,90,84.6441947565543,79.9001248439451,9.68046803223614,1,2,"YES"
"E01004968",79.6852646638054,4.04203718674212,3.56941176470588,80.5147058823529,92.6470588235294,77.7667984189723,77.9644268774704,8.16447619047619,0,3,"YES"
"E01004969",69.7530864197531,9.31263858093126,4.03844608561092,83.0612244897959,91.1764705882353,72.037037037037,76.2037037037037,5.62027724134881,5,3,"YES"
"E01004970",76.8421052631579,4.00340715502555,3.79395574996161,80.5031446540881,87.9218472468916,79.1304347826087,77.1739130434783,10.1868738965835,3,3,"YES"
"E01004971",78.2334384858044,4.01366353543979,4.59075394743676,81.140350877193,92.3220973782772,80.8396124865447,79.7631862217438,9.12722816399287,2,3,"YES"
"E01004972",66.0431654676259,11.2576956904134,3.69754017496398,78.9473684210526,91.9491525423729,74.8517200474496,65.361803084223,8.34242448033488,1,4,"YES"
"E01004973",72.7506426735219,6.58730158730159,4.18628982764544,82.1643286573146,90.1006711409396,76.5,74.5,8.17188596491228,1,3,"YES"
"E01004974",78.1874039938556,4.0104620749782,4.80568059142614,83.7894736842105,91.358024691358,80.3790412486065,78.4838350055741,8.37279652815968,2,2,"YES"
"E01004975",76.4058679706601,5.57228915662651,3.3,83.2155477031802,93.7106918238994,78.5433070866142,70.8661417322835,6.68470627812119,0,4,"YES"
"E01004976",64.2540620384047,10.2040816326531,3.74972816530589,77.1084337349398,92.7350427350427,70.5228031145717,70.0778642936596,6.51073124406458,2,4,"YES"
"E01004977",77.3030707610147,5.0744248985115,4.27911941294196,80.6691449814126,90.9983633387889,68.2624113475177,75.177304964539,6.6721332097269,1,4,"YES"
"E01004978",71.1610486891386,8.15217391304348,3.92252943644118,80.1192842942346,88.6477462437396,73.3598409542744,69.3836978131213,6.07148388593727,1,4,"YES"
"E01004979",60.519801980198,12.7723516153268,4.02129239195601,75.8454106280193,87.246963562753,68.4656084656085,68.2539682539683,3.73126155838173,1,5,"YES"
"E01004980",70.1408450704225,7.13678844519966,3.74592447916667,79.1762013729977,89.3909626719057,75.5787037037037,66.8981481481482,3.8722105682431,1,4,"YES"
"E01004981",75.2704791344668,5.56003223207091,3.81968471379563,82.258064516129,90.5482041587902,75.3036437246964,75.6072874493927,8.01695289820633,3,3,"YES"
"E01004982",76.48,4.4189852700491,3.68287665075837,87.10407239819,90.272373540856,74.0442655935614,81.0865191146881,6.42679944939629,3,3,"YES"
"E01004983",75.2890173410405,5.25821596244131,4.2414619512753,83.5390946502058,90.5017921146953,79.4841735052755,71.9812426729191,6.57715108401084,2,3,"YES"
"E01004984",75.7685352622061,4.00372439478585,4.85672113638439,83.1932773109244,91.1447084233261,77.0207852193995,79.0993071593533,10.9258222576613,3,2,"YES"
"E01004985",72.1843003412969,3.95956192080876,5.67187110284185,85.1123595505618,88.9570552147239,80.2083333333333,80.7291666666667,15.5294166666667,6,2,"YES"
"E01004986",72.8729963008631,7.11206896551724,3.46374760554809,81.4814814814815,90.4684975767367,76.0828625235405,73.0696798493409,8.09251576770039,0,4,"YES"
"E01004987",64.354527938343,11.0894941634241,3.40965176930147,81.0909090909091,92.9663608562691,62.1438263229308,67.9782903663501,5.92690303368695,1,4,"YES"
"E01004988",75.1054852320675,6.91358024691358,3.90527940035317,78.2241014799154,93.0656934306569,75.3926701570681,72.6701570680628,7.04835310146525,0,4,"YES"
"E01004989",74.5762711864407,3.33618477331052,4.95056497175141,83.2923832923833,88.6029411764706,79.4273594909862,79.6394485683987,14.4300728729043,1,2,"YES"
"E01004990",72.106824925816,7.92838874680307,3.54147796950136,76.5957446808511,92.2053231939164,71.1386696730552,69.7857948139797,5.24991528051988,2,4,"YES"
"E01004991",72.9850746268657,6.77966101694915,3.49629277554929,76.7184035476718,93.3463796477495,69.3548387096774,67.5115207373272,5.82512300301313,0,4,"YES"
"E01004992",71.8487394957983,7.14285714285714,4.43966604957842,76.4462809917355,90.8273381294964,72.5860155382908,71.5871254162042,4.75221806070408,1,4,"YES"
"E01004993",70.4960835509138,7.32283464566929,3.90649119501751,82.2410147991543,90.5967450271248,79.3140407288317,74.3837084673097,7.09548245614035,0,4,"YES"
"E01004994",70.1183431952663,10.5882352941176,3.69821263689106,81.7961165048544,92.8270042194093,73.3173076923077,68.3894230769231,4.6105992927601,1,4,"YES"
"E01004995",78.6686838124054,3.34855403348554,3.78572556000207,80.6387225548902,90.8006814310051,69.5042095416277,79.5135640785781,7.60047551117451,2,3,"YES"
"E01004996",64.4345238095238,13.2572431957858,3.76009379548229,72.0403022670025,90.1785714285714,69.8090692124105,63.3651551312649,4.86291666666667,2,1,"YES"
