"","emp_percent","excl_percent","earn_ratio","pc_live","pc_secure","pc_voted","pc_voted.1","hp_ratio","AccScore","Cluster","include"
"E01005611",58.5296889726673,12.1629058888277,3.86754966887417,70.8256880733945,91.9743178170145,70.2380952380952,60.3174603174603,6.92517487536991,1,1,"YES"
"E01005612",53.9181286549708,15.5952380952381,3.52451725260417,68.641975308642,88.3870967741936,59.7472924187726,57.6714801444043,11.0540555555556,0,1,"YES"
"E01005613",51.3513513513513,15.187969924812,4.05405794717469,75.9152215799615,91.9732441471572,62.9821958456973,58.6795252225519,6.08462078013008,0,1,"YES"
"E01005614",65.035799522673,8.27689992475546,4,78.4355179704017,90.1785714285714,72.6326742976067,65.5567117585848,8.76800087267984,0,4,"YES"
"E01005615",58.9382448537378,10.6151990349819,4.05594405594406,71.9077568134172,90.3743315508021,63.3680555555556,59.4618055555556,9.25066716184806,2,1,"YES"
"E01005616",64.2054574638844,11.3636363636364,3.53179956899589,74.934036939314,89.044289044289,63.9285714285714,66.5476190476191,7.14917506086033,5,1,"YES"
"E01005617",75.4189944134078,6.1550759392486,4.30002733883755,73.2251521298174,92.7046263345196,71.0970464135021,69.5147679324894,6.96619834671086,5,4,"YES"
"E01005618",69.6730552423901,8.26115922718188,3.58220579397624,80.9611829944547,92.6634768740032,76.8169273229071,67.3413063477461,6.97439264274494,3,4,"YES"
"E01005619",70.8904109589041,9.95975855130785,3.67644075386364,75.3117206982544,90.5494505494506,70.7547169811321,68.0592991913747,7.29171621086009,3,4,"YES"
"E01005620",77.8979907264297,5.72151898734177,3.65400753874243,82.8798185941043,92.6253687315634,79.185520361991,72.333548804137,7.15901709401709,3,3,"YES"
"E01005621",73.9299610894942,7.81831720029784,3.59432107260825,81.3102119460501,94.5762711864407,70.2274975272008,69.4362017804154,5.88312940703611,7,3,"YES"
"E01005622",74.4340878828229,8.02980132450331,3.58597998002804,82.2834645669291,91.0839160839161,77.0065075921909,71.2581344902386,5.34413687590094,0,4,"YES"
"E01005623",78.2414307004471,5.24379024839006,3.88455022353948,81.8556701030928,89.9461400359066,80.6712962962963,73.1481481481482,8.38333333333333,0,3,"YES"
"E01005624",61.6343490304709,12.1858339680122,3.64506566656125,77.2511848341232,90.9287257019438,62.6480086114101,65.3390742734123,5.46219047619048,0,1,"YES"
"E01005625",75.3086419753086,6.73339399454049,3.70588235294118,77.4834437086093,91.6666666666667,70.4416761041903,73.7259343148358,7.59611111111111,0,4,"YES"
"E01005626",78.6206896551724,4.78515625,3.94588235294118,82.7102803738318,91.4460285132383,74.6305418719212,77.7093596059113,8.22805555555555,1,3,"YES"
"E01005627",79.144385026738,5.51431601272534,3.52941176470588,81.2652068126521,92.1940928270042,72.0744680851064,73.8031914893617,8.18121730860675,0,4,"YES"
"E01005628",68.5851318944844,7.33812949640288,4.08792996470918,79.3168880455408,89.7226753670473,76.865671641791,69.1231343283582,6.89194444444444,0,4,"YES"
"E01005629",73.2928679817906,8.07726075504829,3.73241049814547,79.7727272727273,92.0477137176938,72.875816993464,71.2418300653595,9.57851072640902,0,4,"YES"
"E01005630",76.2430939226519,5.36746490503716,3.95606125617018,76.320939334638,90.9893992932862,71.0021321961621,74.7334754797441,7.12021213332669,0,4,"YES"
"E01005631",60.6442577030812,15.3846153846154,3.46152521623793,80.6282722513089,93.1350114416476,55.1345962113659,65.6031904287139,5.20706442971913,0,1,"YES"
"E01005632",72.1991701244813,6.90192008303062,3.99822654161889,81.989247311828,89.1011235955056,76.7746381805651,72.0192970365265,8.26573144850047,1,4,"YES"
"E01005633",67.6783004552352,9.00514579759863,4.31083525165905,78.9873417721519,91.6849015317287,67.688679245283,70.6367924528302,6.35183184805113,2,4,"YES"
"E01005634",81.1538461538462,4.77308294209703,3.84172109104879,86.106346483705,92.1450151057402,84.7908745247148,80.893536121673,10.4881557703454,2,3,"YES"
"E01005635",76.3546798029557,6.58640226628895,4.15383025948551,81.6399286987522,88.9751552795031,76.8609865470852,74.4394618834081,10.5565906012296,0,3,"YES"
"E01005636",72.8362183754993,5.90551181102362,3.82267160775059,83.7022132796781,89.5522388059701,83.5922330097087,78.8349514563107,8.50663904200398,1,3,"YES"
"E01005637",73.015873015873,9.34223069590086,3.32060296364738,84.9187935034803,92.0081967213115,75.7425742574257,70.049504950495,8.97241897268227,2,3,"YES"
"E01005638",64.7932131495228,10.4426002766252,4.07041884816754,80.4143126177024,89.1935483870968,76.5858208955224,63.7126865671642,5.19277068910955,1,4,"YES"
"E01005639",54.3973941368078,15.1736745886654,3.96718577792065,73.1629392971246,92.485549132948,63.9945652173913,59.5108695652174,5.26716666666667,4,1,"YES"
"E01005640",67.430441898527,8.90538033395176,3.70727361874667,73.697270471464,91.1363636363636,68.5333333333333,66.1333333333333,7.71238888888889,4,4,"YES"
"E01005641",69.2307692307692,8.73873873873874,3.73333415743671,79.0123456790123,91.1504424778761,66.9099756690998,69.4647201946472,6.7984756097561,4,4,"YES"
"E01005642",76.2541806020067,4.71794871794872,3.57218129595588,78.8235294117647,92.2131147540984,77.5641025641026,73.0769230769231,7.4237037037037,3,3,"YES"
"E01005643",74.290780141844,5.09607351712615,3.51396834019564,77.9448621553885,92.2222222222222,62.9139072847682,73.1788079470199,7.41001747233547,3,4,"YES"
"E01005644",79.5134443021767,5.10288065843621,3.34448160535117,80.4241435562806,92.7191679049034,78.1281790437436,74.3641912512716,6.48421296296296,3,3,"YES"
"E01005645",79.7054009819967,3.81110190555095,3.95666192500297,80.0829875518672,90.2573529411765,72.0664589823468,77.5700934579439,7.78186274509804,3,3,"YES"
"E01005646",68.6106346483705,6.2320230105465,4.6064552828016,76.7705382436261,90.0677200902935,67.9197994987469,69.4235588972431,10.5083933602739,0,4,"YES"
"E01005647",68.1012658227848,5.5,4.55703185267518,82.6086956521739,86.9801084990958,80.1512287334594,70.0378071833648,5.78980728422409,0,4,"YES"
"E01005648",73.5320686540199,6.52173913043478,3.58542355105067,84.5170454545455,90,78.9435069699193,73.2942039618489,7.78841600655558,4,3,"YES"
"E01005649",68.8693098384728,5.96899224806202,4.71853289700508,77.120822622108,88.4920634920635,72.1095334685598,74.2393509127789,10.472962962963,0,4,"YES"
"E01005650",62.8614916286149,9.81387478849408,4.48398865090925,78.0555555555556,89.5104895104895,66.3953488372093,68.6046511627907,13.0512283640424,1,4,"YES"
"E01005651",60.5898123324397,10.5136436597111,4.87680352827633,78.6600496277916,90.7756813417191,65.8241758241758,64.5054945054945,18.7318333333333,0,1,"YES"
"E01005652",67.0868347338936,10.1010101010101,4.444174772351,77.6255707762557,91.3306451612903,67.8733031674208,64.027149321267,5.91487824647207,3,1,"YES"
"E01005653",55.6231003039514,15.1091703056769,4.34784613715279,65.2046783625731,92.3280423280423,64.3478260869565,59.5031055900621,6.07815808045166,1,1,"YES"
"E01005654",74.9757516973812,7.70194113963682,2.9638645796089,80.95952023988,89.6325459317585,82.7106863596872,69.3310165073849,5.97700854700855,0,4,"YES"
"E01005655",53.6723163841808,17.8294573643411,3.2260637539966,74.9271137026239,87.6010781671159,69.119579500657,56.1103810775296,7.97619047619048,0,1,"YES"
"E01005656",67.379679144385,10.1244813278008,3.84668146588179,74.398249452954,88.6319845857418,67.7455357142857,65.1785714285714,5.60028631978542,0,1,"YES"
"E01005657",65.7858136300417,10.1335428122545,4.42831852080155,75.6756756756757,92.6977687626775,64.9419218585005,67.7930306230201,5.44875912317023,0,1,"YES"
"E01005658",52.4461839530333,15.6126482213439,3.68136094674556,66.9172932330827,92.9328621908127,50.9893455098935,53.4246575342466,10.4639267814882,0,1,"YES"
"E01005659",72.8943338437979,6.16776315789474,3.57143989699689,78.9351851851852,90.9090909090909,66.3540445486518,65.8851113716295,4.81627999206821,1,4,"YES"
"E01005660",62.7260083449235,11.4969135802469,3.84617495832219,78.4841075794621,91.4893617021277,66.6666666666667,62.9753914988814,4.43828078524688,1,1,"YES"
"E01005661",68.4538653366584,9.33823529411765,4.36572124358252,77.6209677419355,89.1418563922942,71.0365853658537,70.7317073170732,5.2538557203643,1,4,"YES"
"E01005662",58.7692307692308,13.7959183673469,4,72.6726726726727,91.820580474934,63.1642512077295,62.6811594202899,4.63992651971939,3,1,"YES"
"E01005663",68.2352941176471,10.634328358209,3.49906219951924,72.7513227513228,95.7244655581948,66.798418972332,66.9301712779974,5.39673144811522,1,1,"YES"
"E01005664",54.8644338118022,14.1476274165202,4.08687916555265,69.0909090909091,93.5135135135135,65.5440414507772,62.3056994818653,5.09214285714286,1,1,"YES"
"E01005665",54.6995377503852,13.4281200631912,4.15384615384615,74.3827160493827,93.0666666666667,64.0142517814727,60.332541567696,4.30097943366638,1,1,"YES"
"E01005667",59.866220735786,14.5898559799624,3.84030061291033,75.9574468085106,90.7918968692449,66.2593984962406,59.5864661654135,7.66250495441934,0,1,"YES"
"E01005670",68.4350132625995,9.7667638483965,4.15534811807405,76.9067796610169,91.0280373831776,64.0040444893832,65.9251769464105,5.48158889228814,0,4,"YES"
"E01005671",68.6520376175549,11.1853088480801,3.62122036481243,76.9035532994924,93.2885906040269,62.253193960511,67.3635307781649,5.67569025474227,1,1,"YES"
"E01005672",75.1085383502171,7.11030082041933,3.84617495832219,76.5560165975104,92.5182481751825,73.7529691211401,71.3776722090261,5.77573451087831,0,4,"YES"
"E01005673",72,7.42424242424242,3.65003890089149,84.280303030303,92.7731092436975,78.2051282051282,71.6962524654832,5.21297938599312,1,4,"YES"
"E01005674",73.9417989417989,7.99385088393543,4.00067667695356,77.8672032193159,92.9203539823009,70.2620967741936,68.9516129032258,6.66232992111218,1,4,"YES"
"E01005675",64.031007751938,8.96840148698885,3.75268737792969,79.0344827586207,91.1694510739857,72.6772195457674,61.0461114934618,8.00863822627689,2,4,"YES"
"E01005676",76.510067114094,5.13290559120073,3.96960058155223,82.1852731591449,91.701244813278,67.2706681766704,77.5764439411099,7.55004898031882,0,4,"YES"
"E01005677",75.3298153034301,5.83775587566338,3.68312623140017,78.2101167315175,92.5989672977625,73.406374501992,72.7091633466136,5.4275462962963,0,4,"YES"
"E01005678",64.8648648648649,12.106135986733,3.44768365353954,77.7777777777778,91.0602910602911,67.5581395348837,66.6279069767442,5.59504293520687,3,1,"YES"
"E01005679",61.741835147745,12.9144851657941,3.9530513351547,73.1707317073171,92.7360774818402,61.7721518987342,61.3924050632911,5.44753279041333,3,1,"YES"
"E01005680",57.1834992887624,13.9871382636656,3.8821534897328,74.6736292428198,89.5238095238095,62.5874125874126,57.9254079254079,6.99955117751693,0,1,"YES"
"E01005681",51.2419503219871,11.1359820928931,4.65038247245022,72.5450901803607,85.6643356643357,79.5509222133119,64.7153167602245,6.95059899042531,0,5,"YES"
"E01005682",54.0027137042062,16.4315937940762,3.08782682291667,69.91643454039,92.9824561403509,58.7513935340022,58.4169453734671,4.77111111111111,0,1,"YES"
"E01005683",49.8550724637681,17.162471395881,3.22344322344322,66.2576687116564,92.7953890489914,55.7225433526012,56.3005780346821,8.94018055590215,1,1,"YES"
"E01005686",70.7317073170732,9.39044481054366,3.53143520220588,79.8715203426124,90.8239700374532,71.1328976034858,68.5185185185185,5.19796296296296,0,4,"YES"
"E01005687",77.751756440281,5.82800284292822,3.68742880377652,78.2958199356913,93.4566145092461,73.3271375464684,69.9814126394052,6.55985714285714,0,4,"YES"
"E01005688",70.0842696629213,8.13953488372093,3.88468431490385,78.5398230088496,93.3980582524272,67.4489795918367,71.4285714285714,6.43572854348723,0,4,"YES"
"E01005689",64.6739130434783,11.9741100323625,3.09777580800283,73.75,91.5014164305949,68.3899556868538,62.3338257016248,6.29048220678037,0,1,"YES"
"E01005690",71.7506631299735,7.59398496240602,3.64791715697811,81.9838056680162,92.1602787456446,72.5947521865889,74.5383867832847,6.76652777777778,0,4,"YES"
"E01005691",75.0358680057389,5.59234731420162,3.78829350321757,81.183932346723,90.4761904761905,68.5927306616962,76.5144454799627,6.7712962962963,1,4,"YES"
"E01005692",66.3430420711974,11.9760479041916,3.12630262609421,75.7660167130919,93.6117936117936,64.0569395017794,66.5480427046263,5.09746168582376,0,1,"YES"
"E01005693",75.5014326647565,6.04732690622261,3.70137322060993,78.3464566929134,92.7943760984183,71.6500553709856,73.8648947951274,6.33804283164783,0,4,"YES"
"E01005694",78.3274440518257,5.70547417116422,3.92465827305429,79.8668885191348,94.1434846266472,78.5714285714286,71.7142857142857,7.37064102564103,2,3,"YES"
"E01005695",80.5673758865248,3.11710193765796,4.02624973447685,87.3563218390805,92.0711974110032,82.8600405679513,78.0933062880325,10.7131944444444,1,3,"YES"
"E01005696",74.1542625169147,8.13859790491539,4.05115927419355,81.2133072407045,92.5476603119584,74.0246406570842,73.2032854209446,8.84344127332601,1,4,"YES"
"E01005697",77.3584905660377,4.5531197301855,4.5465,84.2209072978304,90.3225806451613,80.3901437371663,78.5420944558522,9.11556111806425,1,2,"YES"
"E01005698",61.4973262032086,11.9285714285714,3.73375516043061,70.7729468599034,92.2077922077922,62.8140703517588,63.8190954773869,5.91453125,1,1,"YES"
"E01005699",75.8282208588957,4.15430267062314,3.99041398401837,80.7971014492754,91.4241960183767,73.448905109489,74.3613138686131,7.76297297297297,1,3,"YES"
"E01005700",73.463687150838,7.93650793650794,3.63484371942963,78.6447638603696,91.8625678119349,74.5575221238938,72.8982300884956,5.96663874930207,0,4,"YES"
"E01005701",76.5206812652068,4.6624913013222,4.12139989315581,79.7153024911032,91.6540212443096,78.2722513089005,76.7888307155323,8.42712994647714,1,3,"YES"
"E01005702",71.5343915343915,8.12763395544853,3.74732999307211,77.2445820433437,90.9581646423752,72.6530612244898,67.9183673469388,5.99460175808017,2,4,"YES"
"E01005703",59.7733711048159,14.4568690095847,3.75310295522109,70.6349206349206,94.1176470588235,64.5526613816535,63.4201585503964,4.83402777777778,1,1,"YES"
"E01005704",66.7741935483871,9.68325791855204,4.21660189647645,72.992700729927,88.3870967741936,65.9831121833534,69.7225572979493,5.01599075910262,1,1,"YES"
"E01005705",74.0391588107324,5.69591180523656,3.82408859584717,82.5887743413517,90.9000989119684,81.4064362336114,71.8116805721097,7.87354374589975,0,3,"YES"
"E01005706",57.8947368421053,13.1531531531532,3.58659553474952,73.8636363636364,94.3298969072165,63.3578431372549,66.2990196078431,4.36073963280359,1,1,"YES"
"E01005707",63.5359116022099,12.3569794050343,3.46766236325899,76.993166287016,92.3076923076923,67.0366259711432,63.2630410654828,4.84925925925926,2,1,"YES"
"E01005708",66.3650075414781,10.7655502392345,3.6065825464306,81.4285714285714,92.5764192139738,61.8681318681319,68.2417582417582,4.35151933701657,0,4,"YES"
"E01005709",55.7595993322204,13.668430335097,3.39588793404359,73.6024844720497,89.4736842105263,66.3185378590078,62.9242819843342,5.69764175560375,1,1,"YES"
"E01005710",73.4210526315789,6.14406779661017,4.13297997285635,79.3587174348697,93.9929328621908,73.0027548209366,74.1046831955923,11.2615302585977,1,4,"YES"
"E01005711",75.6168359941945,6.23441396508728,4.7670392760005,76.7820773930754,88.9078498293515,75.6619144602851,75.152749490835,6.69677541769882,1,4,"YES"
"E01005712",72.2506393861893,8.34564254062038,3.50956218591593,79.6477495107632,90.5882352941177,72.5242718446602,70.3883495145631,6.0006855393022,0,4,"YES"
"E01005713",77.7003484320557,3.22299651567944,3.96262087394609,84.6153846153846,89.6,77.0544290288154,82.7107790821772,9.51436447350148,2,3,"YES"
"E01005714",71.6535433070866,8.38983050847458,3.66877512778005,81.042654028436,92.2594142259414,68.2393555811277,71.3463751438435,9.29979166666667,1,4,"YES"
"E01005715",78.2983970406905,4.41501103752759,3.81288438206396,86.25,91.4670658682635,81.867145421903,77.4685816876122,9.44819422653453,2,3,"YES"
"E01005716",78.1286549707602,4.86257928118393,4.17236753856472,84.2787682333874,92.0833333333333,83.9391377852916,79.2899408284024,10.21875,3,3,"YES"
"E01005717",78.6545924967659,4.28321678321678,4.47427293064877,85.4166666666667,90.9233176838811,88.599348534202,78.0673181324647,11.5996031746032,3,2,"YES"
"E01005718",72.976501305483,6.9164265129683,3.723507470714,82.7324478178368,89.8163606010017,73.574144486692,72.5285171102662,6.3760095438579,0,4,"YES"
"E01005719",67.5369886858138,7.96689084324884,3.32384249625765,83.0559757942511,89.6596858638743,73.6654804270463,69.3950177935943,4.43229166666667,0,4,"YES"
"E01005720",70.9263015551048,7.92657488527326,3.4361864735923,79.5505617977528,91.8604651162791,78.6174575278266,65.4364381956649,4.46130803517644,0,4,"YES"
"E01005721",62.5520110957004,9.54887218045113,4.1863845946618,78.6764705882353,92.7038626609442,66.501976284585,70.3557312252965,6.92476979742173,0,4,"YES"
"E01005722",63.1707317073171,10.6125356125356,3.50748002633341,75,90.3288201160542,67.2431332655137,64.0895218718209,6.85131142622371,0,1,"YES"
"E01005723",65.5834564254062,11.8409680207433,3.70643592247596,73.8916256157635,90.5191873589165,65.3753026634383,63.680387409201,6.8121875,0,1,"YES"
"E01005724",77.4244833068363,4.281098546042,4.24561578300562,81.9956616052061,90.6976744186046,75.8872651356994,77.7661795407098,9.33187364047624,0,3,"YES"
"E01005725",60.1694915254237,11.7591721542803,3.87364822525873,74.1741741741742,91.6216216216216,64.5637583892617,64.0268456375839,6.97764411331806,2,1,"YES"
"E01005726",70.5248990578735,9.86509274873525,4.00763556236936,74.0663900414938,91.6211293260474,70.6140350877193,65.2412280701754,6.63540322970362,2,4,"YES"
"E01005727",74.9654218533887,8.41283607979185,3.4360155156409,82.5462012320329,91.8918918918919,75.0865051903114,66.6666666666667,5.93055359892902,2,4,"YES"
"E01005728",73.5824742268041,4.40298507462687,4.92967538341493,84.2424242424242,91.6666666666667,75.5082284607938,74.7337850919652,7.2174871448822,2,3,"YES"
"E01005729",54.1229385307346,15.7051282051282,3.73333333333333,75.3125,95.0549450549451,64.9038461538462,57.2115384615385,4.68012216323981,1,1,"YES"
"E01005730",75.0605326876513,7.43550834597876,3.74505269278235,79.4014084507042,93.4375,74.1584158415842,67.4257425742574,6.64024448039745,2,4,"YES"
"E01005731",62.2002820874471,12.3366013071895,3.88266666666667,73.0673316708229,92.0704845814978,64.8148148148148,65.162037037037,5.54874347881933,3,1,"YES"
"E01005732",67.1052631578947,10.9201213346815,3.47760763688071,79.8136645962733,93.66391184573,65.0211565585331,68.2651622002821,5.60472222222222,3,4,"YES"
"E01005733",66.551724137931,10.6735751295337,3.97422521730132,77.1739130434783,90.75,71.0344827586207,64.4137931034483,9.97607931793555,2,4,"YES"
"E01005734",75.801282051282,5.125977410947,4.24662311265744,83.5680751173709,93.2,73.4717416378316,73.8177623990773,7.86203903481477,0,4,"YES"
"E01005735",80.8,3.82562277580071,3.88821070139389,85.8606557377049,91.1347517730496,79.0393013100437,80.0218340611354,8.90905474695857,3,3,"YES"
"E01005736",79.3650793650794,5.54561717352415,4.14904849600982,84.6790890269151,90.8273381294964,80.0429184549356,77.6824034334764,7.2691452991453,2,3,"YES"
"E01005737",77.3353751914242,4.13153456998314,4.10142254988141,84.5474613686534,88.5662431941924,82.8631138975966,80.3552769070011,12.8337277173056,5,2,"YES"
"E01005738",78.3783783783784,3.03413400758533,4.12000310054904,88.7755102040816,89.5543175487465,81.2206572769953,81.377151799687,11.1306175595238,6,2,"YES"
"E01005739",79.6078431372549,4.10958904109589,3.95374787912839,83.5489833641405,89.938080495356,81.6901408450704,77.364185110664,12.7441655102813,3,2,"YES"
"E01005740",80.2593659942363,4.14110429447853,4.14503200979337,83.8834951456311,89.8222940226171,82.8571428571429,80.2857142857143,10.8576174489463,4,2,"YES"
"E01005741",77.0942408376963,3.67917586460633,4.91702519975415,87.6,88.8178913738019,82.7868852459016,80.6010928961749,16.91975,4,2,"YES"
"E01005742",80.859375,4.26387771520515,3.80918684286427,82.9181494661922,91.705069124424,81.5142576204523,75.3195673549656,8.58341841075379,2,3,"YES"
"E01005743",76.4895330112721,5.38194444444444,4.13735798579291,76.9230769230769,92.5996204933586,68.763557483731,75.2711496746204,8.16410244564356,4,3,"YES"
"E01005744",72.6655348047538,6.948109058927,3.5,78.4974093264249,92.8730512249443,67.0702179176755,73.365617433414,7.59052757793765,3,4,"YES"
"E01005745",74.8159057437408,5.24956970740103,4.01811547381474,80.4878048780488,90.2135231316726,78.7280701754386,74.2324561403509,7.61185857212319,3,3,"YES"
"E01005746",62.2103386809269,10.981697171381,3.88079728890729,76.9230769230769,91.2596401028278,58.4530386740332,70.939226519337,7.32683673024566,2,1,"YES"
"E01005747",79.9426934097421,5.33216783216783,4.10347324547466,82.6741996233522,91.1519198664441,82.062298603652,77.9806659505908,8.31875,3,3,"YES"
"E01005748",77.5914634146341,4.18929402637704,4.03844608561092,86.304347826087,90.3460837887067,77.4757281553398,80.3883495145631,9.16513432052237,4,3,"YES"
"E01005749",79.7846889952153,5.52689756816507,3.58150162281327,81.3531353135314,92.6031294452347,79.1405550581916,75.7385854968666,8.73304492883481,3,3,"YES"
"E01005750",76.4417177914111,6.4540622627183,3.37276413442295,81.3148788927336,92.1331316187594,73.9583333333333,71.969696969697,6.69235042735043,2,3,"YES"
"E01005751",77.4086378737541,5.70570570570571,3.67674092583227,80.5491990846682,92.2924901185771,76.1548064918851,74.6566791510612,7.00460784313726,4,3,"YES"
"E01005752",69.4992412746586,8.47457627118644,3.92355359135842,81.1138014527845,91.4760914760915,71.8468468468468,68.5810810810811,8.13328351898116,3,4,"YES"
"E01005753",60.6707317073171,10.89258698941,4.38380990701289,71.5404699738903,91.725768321513,58.7319243604004,64.182424916574,5.6774412413155,3,1,"YES"
"E01005754",55.6400506970849,16.7130919220056,3.73477614664771,69.7044334975369,92.6008968609866,59.192348565356,59.2986184909671,5.38547579298831,4,1,"YES"
"E01005755",60.8391608391608,11.4896988906498,3.52941176470588,77.0935960591133,90.3803131991051,66.2068965517241,66.3218390804598,5.28041504279465,3,1,"YES"
"E01005756",53.757225433526,16.4750957854406,4.52488687782805,69.6793002915452,94.973544973545,65.625,57.2115384615385,9.10472222222222,4,1,"YES"
"E01005757",73.4228187919463,7.06566916043225,3.74644083547338,77.7131782945737,91.1262798634812,74.1436464088398,68.7292817679558,5.96209523809524,2,4,"YES"
"E01005758",61.9982158786798,12.6054358013121,3.47935206966693,76.8976897689769,92.3728813559322,65.7223796033994,66.643059490085,4.35934731934732,0,1,"YES"
"E01005759",77.5581395348837,6.32716049382716,3.41230209185177,80.577849117175,91.9667590027701,78.8718929254302,73.5181644359465,7.41734053912651,0,4,"YES"
"E01005760",72.5701943844493,9.14804469273743,3.61111111111111,79.8347107438017,90.4347826086957,77.3897058823529,69.4852941176471,5.53281040380643,1,4,"YES"
"E01005761",69.6456086286595,8.78316559926807,3.98193270625003,77.7506112469438,92.0502092050209,66.2468513853904,66.624685138539,7.42317415730337,4,4,"YES"
"E01005762",60,11.8195956454121,4.3017042586,71.0106382978723,94.2446043165468,65.0292397660819,61.0526315789474,9.54369658119658,2,1,"YES"
"E01005763",66.4564943253468,9.94916485112564,3.92549842043298,77.8251599147121,93.4944237918216,68.4262948207171,68.8247011952191,7.72398379661964,2,4,"YES"
"E01005764",78.5194174757282,7.42101396032329,3.34031198686371,83.756345177665,92.6974664679583,75.6809338521401,70.8171206225681,6.06051282051282,1,4,"YES"
"E01005765",79.1842475386779,5.02127659574468,3.73934819233139,80.7476635514019,91.044776119403,76.3350785340314,78.0104712041885,7.91219881417939,1,3,"YES"
"E01005766",65.8227848101266,10.4340567612688,3.19911274607433,79.2626728110599,90.5432595573441,67.0480549199085,68.3066361556064,6.22324002569652,0,4,"YES"
"E01005767",70.8881578947368,3.76766091051805,3.84993013104475,85.9078590785908,89.2778993435449,75.9568204121688,79.9803729146222,14.4540173613962,4,2,"YES"
"E01005768",71.0997442455243,5.01432664756447,4.23069041809616,83.6477987421384,89.3401015228426,79.8548094373866,79.8548094373866,14.795138045187,2,2,"YES"
"E01005769",78.6445012787724,4.8605577689243,3.5608694820619,85.3658536585366,92.6163723916533,85.7,76.7,8.45706349206349,1,3,"YES"
"E01005770",74.1984732824427,4.28689200329761,3.88888888888889,82.7751196172249,89.3909626719057,76.5889830508475,77.2245762711864,9.52213151927438,0,3,"YES"
"E01005771",76.9985974754558,3.99636693914623,4.37976822383826,86.4476386036961,90.4013961605585,82.8667413213886,77.6035834266517,10.8965,2,2,"YES"
"E01005772",68.7702265372168,5.16014234875445,4.4334915045848,83.7974683544304,89.8520084566596,79.1666666666667,81.3063063063063,11.4880263157895,2,2,"YES"
"E01005773",73.8816738816739,4.20098846787479,4.58386152805973,84.2105263157895,89.3992932862191,82.8012358393409,79.2996910401648,12.2026638513796,2,2,"YES"
"E01005774",66.9218989280245,10.2604577742699,4.06644220850668,80.3713527851459,89.4144144144144,69.8781838316722,69.9889258028793,8.82046410678375,1,4,"YES"
"E01005775",75.6983240223464,3.19148936170213,4.04580180698313,85.7142857142857,89.5575221238938,82.824427480916,81.2022900763359,11.5770426246773,0,2,"YES"
"E01005776",69.6378830083566,5.62599049128368,4.79655367500688,86.1386138613861,88.021778584392,83.0508474576271,80.0598205383848,16.3967300350998,4,2,"YES"
"E01005777",74.2209631728045,6.78098207326578,3.53178559357107,82.0833333333333,92.1389396709324,76.8472906403941,71.9211822660099,9.6361587656539,4,3,"YES"
"E01005778",78.2608695652174,5.19059205190592,3.69839902225528,80.9160305343512,93.1323283082077,74.6361746361746,75.2598752598753,9.38411240957151,1,3,"YES"
"E01005779",75.9784075573549,5.45609548167093,3.74117876838235,80.8300395256917,89.1938250428816,76.7491926803014,74.4886975242196,9.54027777777778,1,3,"YES"
"E01005780",76.7015706806283,5.42907180385289,3.54497907949791,81.7504655493482,91.3114754098361,80.3333333333333,72.3333333333333,8.82260716167423,1,3,"YES"
"E01005781",63.6612021857924,10.2974828375286,3.60976938992173,77.6722090261283,89.1836734693878,64.3877551020408,67.5510204081633,7.56544451015178,2,1,"YES"
"E01005782",76.1904761904762,5.36044362292052,3.95125311252825,83.3740831295843,93.125,75.2860411899314,78.4897025171625,9.64204166666667,2,3,"YES"
"E01005783",75.314465408805,5.23731587561375,4.1678128761144,86.1990950226244,90.8221797323136,80,78.3505154639175,11.7239583333333,2,2,"YES"
"E01005784",75.3225806451613,4.00348128807659,4.33422672526042,85.0253807106599,91.8032786885246,81.5789473684211,79.8245614035088,14.6102916666667,1,2,"YES"
"E01005785",78.1049935979513,3.90097524381095,3.90147874259673,86.0507246376812,89.247311827957,83.3333333333333,78.3609576427256,11.2930592289813,3,2,"YES"
"E01005786",79.0387182910547,3.31983805668016,4.15943989535328,85.4716981132076,91.2420382165605,85.3293413173653,80.439121756487,11.7838171705787,2,2,"YES"
"E01005787",78.3276450511945,3.55427473583093,5.04276252774381,85.2731591448931,90.8914728682171,86.4768683274021,85.6465005931198,17.5104166666667,6,2,"YES"
"E01005788",81.5649867374005,3.99680255795364,3.40564851955374,84.8754448398576,90.7523510971787,84.4594594594595,80.4054054054054,12.2286210892236,4,3,"YES"
"E01005789",75.0998668442077,3.92441860465116,4.24627601529644,86.734693877551,89.261744966443,86.0692102928128,82.2537710736469,10.5397839924918,1,2,"YES"
"E01005790",72.2614840989399,7.29701952723535,4.00455739943556,79.6833773087071,89.1352549889135,78.4075573549258,75.0337381916329,10.4230405821043,4,3,"YES"
"E01005791",77.4825174825175,4.971932638332,4.20748450408706,83.6653386454183,92.3076923076923,80.9090909090909,77.7777777777778,11.9626661498536,1,2,"YES"
"E01005792",77.6243093922652,2.64750378214826,4.05256444151894,85.1272015655577,91.8604651162791,86.2799263351749,79.8342541436464,14.1030145379075,2,2,"YES"
"E01005793",76.7142857142857,5.12618296529968,4.02958596240198,85.655737704918,92.4561403508772,77.5793650793651,80.4563492063492,10.5379487179487,2,3,"YES"
"E01005794",76.8115942028985,4.97695852534562,4.33960717919227,85.5791962174941,89,85.7935627081021,82.4639289678135,11.6376344555417,2,2,"YES"
