,region,ethnicity,age_start,age_end,sex,year_start,year_end,mean_value
288,East Midlands,BLA,27,28,Female,2023,2024,0.1512639819983897
289,East Midlands,BLA,27,28,Female,2024,2025,0.1514241768429736
290,East Midlands,BLA,28,29,Female,2020,2021,0.1395536535718682
291,East Midlands,BLA,28,29,Female,2021,2022,0.1401506745497158
292,East Midlands,BLA,28,29,Female,2022,2023,0.140635754094217
293,East Midlands,BLA,28,29,Female,2023,2024,0.1409342645831407
294,East Midlands,BLA,28,29,Female,2024,2025,0.1410835198276025
295,East Midlands,BLA,29,30,Female,2020,2021,0.1281002839806357
296,East Midlands,BLA,29,30,Female,2021,2022,0.1286483065859005
297,East Midlands,BLA,29,30,Female,2022,2023,0.1290935749526782
298,East Midlands,BLA,29,30,Female,2023,2024,0.1293675862553105
299,East Midlands,BLA,29,30,Female,2024,2025,0.1295045919066267
300,East Midlands,BLA,30,31,Female,2020,2021,0.1159017120852737
301,East Midlands,BLA,30,31,Female,2021,2022,0.116397548286708
302,East Midlands,BLA,30,31,Female,2022,2023,0.1168004152003734
303,East Midlands,BLA,30,31,Female,2023,2024,0.1170483333010905
304,East Midlands,BLA,30,31,Female,2024,2025,0.117172292351449
305,East Midlands,BLA,31,32,Female,2020,2021,0.103382113445193
306,East Midlands,BLA,31,32,Female,2021,2022,0.1038243898663489
307,East Midlands,BLA,31,32,Female,2022,2023,0.1041837394585381
308,East Midlands,BLA,31,32,Female,2023,2024,0.104404877669116
309,East Midlands,BLA,31,32,Female,2024,2025,0.104515446774405
310,East Midlands,BLA,32,33,Female,2020,2021,0.0941375871844071
311,East Midlands,BLA,32,33,Female,2021,2022,0.0945403148301158
312,East Midlands,BLA,32,33,Female,2022,2023,0.0948675310422541
313,East Midlands,BLA,32,33,Female,2023,2024,0.0950688948651085
314,East Midlands,BLA,32,33,Female,2024,2025,0.0951695767765356
315,East Midlands,BLA,33,34,Female,2020,2021,0.0821339602841299
316,East Midlands,BLA,33,34,Female,2021,2022,0.082485335515292
317,East Midlands,BLA,33,34,Female,2022,2023,0.0827708278906112
318,East Midlands,BLA,33,34,Female,2023,2024,0.0829465155061922
319,East Midlands,BLA,33,34,Female,2024,2025,0.0830343593139827
320,East Midlands,BLA,34,35,Female,2020,2021,0.0707352046582766
321,East Midlands,BLA,34,35,Female,2021,2022,0.0710378151594885
322,East Midlands,BLA,34,35,Female,2022,2023,0.0712836861917231
323,East Midlands,BLA,34,35,Female,2023,2024,0.0714349914423291
324,East Midlands,BLA,34,35,Female,2024,2025,0.0715106440676321
325,East Midlands,BLA,35,36,Female,2020,2021,0.0600714674406063
326,East Midlands,BLA,35,36,Female,2021,2022,0.0603284576756463
327,East Midlands,BLA,35,36,Female,2022,2023,0.0605372622416163
328,East Midlands,BLA,35,36,Female,2023,2024,0.0606657573591363
329,East Midlands,BLA,35,36,Female,2024,2025,0.0607300049178963
330,East Midlands,BLA,36,37,Female,2020,2021,0.0502247344096952
331,East Midlands,BLA,36,37,Female,2021,2022,0.0504395995836405
332,East Midlands,BLA,36,37,Female,2022,2023,0.050614177537471
333,East Midlands,BLA,36,37,Female,2023,2024,0.0507216101244436
334,East Midlands,BLA,36,37,Female,2024,2025,0.0507753264179299
335,East Midlands,BLA,37,38,Female,2020,2021,0.0440632265620956
336,East Midlands,BLA,37,38,Female,2021,2022,0.0442517323441794
337,East Midlands,BLA,37,38,Female,2022,2023,0.0444048932921225
338,East Midlands,BLA,37,38,Female,2023,2024,0.0444991461831644
339,East Midlands,BLA,37,38,Female,2024,2025,0.0445462726286854
340,East Midlands,BLA,38,39,Female,2020,2021,0.0377385164403111
341,East Midlands,BLA,38,39,Female,2021,2022,0.0378999646389862
342,East Midlands,BLA,38,39,Female,2022,2023,0.0380311413004097
343,East Midlands,BLA,38,39,Female,2023,2024,0.0381118653997473
344,East Midlands,BLA,38,39,Female,2024,2025,0.0381522274494161
345,East Midlands,BLA,39,40,Female,2020,2021,0.032055116050741
346,East Midlands,BLA,39,40,Female,2021,2022,0.0321922502370543
347,East Midlands,BLA,39,40,Female,2022,2023,0.0323036717634339
348,East Midlands,BLA,39,40,Female,2023,2024,0.0323722388565906
349,East Midlands,BLA,39,40,Female,2024,2025,0.0324065224031689
350,East Midlands,BLA,40,41,Female,2020,2021,0.0269909375148738
351,East Midlands,BLA,40,41,Female,2021,2022,0.0271064067662743
352,East Midlands,BLA,40,41,Female,2022,2023,0.0272002255330372
353,East Midlands,BLA,40,41,Female,2023,2024,0.0272579601587375
354,East Midlands,BLA,40,41,Female,2024,2025,0.0272868274715876
355,East Midlands,BLA,41,42,Female,2020,2021,0.0225120620024087
356,East Midlands,BLA,41,42,Female,2021,2022,0.02260837028905
357,East Midlands,BLA,41,42,Female,2022,2023,0.0226866207719461
358,East Midlands,BLA,41,42,Female,2023,2024,0.0227347749152668
359,East Midlands,BLA,41,42,Female,2024,2025,0.0227588519869271
360,East Midlands,BLA,42,43,Female,2020,2021,0.0192787208417286
361,East Midlands,BLA,42,43,Female,2021,2022,0.0193611966528162
362,East Midlands,BLA,42,43,Female,2022,2023,0.0194282082493249
363,East Midlands,BLA,42,43,Female,2023,2024,0.0194694461548687
364,East Midlands,BLA,42,43,Female,2024,2025,0.0194900651076406
365,East Midlands,BLA,43,44,Female,2020,2021,0.0164472724613394
366,East Midlands,BLA,43,44,Female,2021,2022,0.0165176351242756
367,East Midlands,BLA,43,44,Female,2022,2023,0.0165748047879113
368,East Midlands,BLA,43,44,Female,2023,2024,0.0166099861193794
369,East Midlands,BLA,43,44,Female,2024,2025,0.0166275767851135
370,East Midlands,BLA,44,45,Female,2020,2021,0.0139822289704532
371,East Midlands,BLA,44,45,Female,2021,2022,0.0140420459927867
372,East Midlands,BLA,44,45,Female,2022,2023,0.0140906473234326
373,East Midlands,BLA,44,45,Female,2023,2024,0.0141205558345994
