,LSOA11CD
217476,S01010291
217477,S01010268
217478,S01010300
217479,S01010371
217480,S01010318
217481,S01010322
217482,S01010279
217483,S01010279
217484,S01010235
217485,S01010235
217486,S01010235
217487,S01010235
217488,S01010235
217489,S01010248
217490,S01010292
217491,S01010268
217492,S01010038
217493,S01010260
217494,S01010261
217495,S01010042
217496,S01010042
217497,S01009868
217498,S01009868
217499,S01010385
217500,S01010260
217501,S01010260
217502,S01010260
217503,S01010260
217504,S01010260
217505,S01010260
217506,S01010257
217507,S01010257
217508,S01010257
217509,S01010291
217510,S01010407
217511,S01010407
217512,S01010271
217513,S01010267
217514,S01010275
217515,S01010276
217516,S01010317
217517,S01010300
217518,S01010301
217519,S01010301
217520,S01010301
217521,S01010301
217522,S01010322
217523,S01010321
217524,S01010321
217525,S01010347
217526,S01010222
217527,S01010251
217528,S01010251
217529,S01010251
217530,S01010284
217531,S01010248
217532,S01010284
217533,S01010284
217534,S01010286
217535,S01010286
217536,S01010295
217537,S01010300
217538,S01010270
217539,S01010269
217540,S01010269
217541,S01010269
217542,S01010220
217543,S01010220
217544,S01010220
217545,S01010270
217546,S01010270
217547,S01010270
217548,S01010031
217549,S01010036
217550,S01010036
217551,S01010036
217552,S01010031
217553,S01010031
217554,S01010031
217555,S01010032
217556,S01010036
217557,S01010036
217558,S01010036
217559,S01010032
217560,S01010031
217561,S01010031
217562,S01010034
217563,S01010032
217564,S01010035
217565,S01010028
217566,S01010024
217567,S01010397
217568,S01010380
217569,S01010387
217570,S01010388
217571,S01010387
217572,S01010386
217573,S01010042
217574,S01009882
217575,S01009883
217576,S01010272
217577,S01010272
217578,S01010290
217579,S01010293
217580,S01010266
217581,S01010268
217582,S01010268
217583,S01010266
217584,S01010387
217585,S01010387
217586,S01010387
217587,S01010027
217588,S01010398
217589,S01010398
217590,S01009867
217591,S01009867
217592,S01010286
217593,S01010286
217594,S01010282
217595,S01010286
217596,S01010274
217597,S01010274
217598,S01010274
217599,S01010274
217600,S01010431
217601,S01010429
217602,S01010429
217603,S01010426
217604,S01010422
217605,S01010421
217606,S01010421
217607,S01010329
217608,S01010343
217609,S01010342
217610,S01010061
217611,S01010071
217612,S01010136
217613,S01010193
217614,S01010193
217615,S01010188
217616,S01009917
217617,S01009918
217618,S01009918
217619,S01009916
217620,S01009953
217621,S01009952
217622,S01009952
217623,S01009958
217624,S01009958
217625,S01009959
217626,S01009959
217627,S01009962
217628,S01009964
217629,S01010004
217630,S01010007
217631,S01010007
217632,S01010004
217633,S01010004
217634,S01010012
217635,S01009999
217636,S01010003
217637,S01010001
217638,S01009967
217639,S01010010
217640,S01009967
217641,S01009967
217642,S01010010
217643,S01010010
217644,S01009972
217645,S01009761
217646,S01009821
217647,S01009820
217648,S01009819
217649,S01009772
217680,S01010098
217681,S01010429
217717,S01010126
217718,S01010096
217765,S01009798
217767,S01010094
217769,S01009798
217772,S01010187
217774,S01009795
217820,S01010343
217822,S01010193
217824,S01010191
217826,S01010343
217827,S01010104
217830,S01010136
217831,S01010482
217834,S01010186
217835,S01009952
217836,S01009836
217837,S01009766
217838,S01009766
217839,S01009766
217840,S01009770
217841,S01010094
217842,S01009796
217843,S01010419
217844,S01010419
217845,S01010365
217846,S01010410
217847,S01010466
217848,S01010448
217849,S01010346
217850,S01010201
217851,S01010203
217852,S01010203
217853,S01010349
217854,S01010081
217855,S01009960
217856,S01010004
217857,S01010007
217858,S01009761
217859,S01009816
217860,S01010103
217861,S01010103
217862,S01010102
217863,S01010103
217864,S01010104
217865,S01010414
217866,S01010429
217867,S01010346
217868,S01010188
217869,S01009957
217870,S01009958
217871,S01009958
217872,S01010004
217873,S01009797
217874,S01010096
217875,S01010099
217876,S01009969
217877,S01010487
217879,S01010198
217882,S01010199
217884,S01010338
217887,S01010330
217888,S01010334
217889,S01010120
217890,S01010166
217891,S01009783
217892,S01010337
217893,S01010337
217894,S01010171
217895,S01010195
217896,S01010058
