FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value
S01004922,S01004922,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001860,S01001860,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001861,S01001861,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006282,S01006282,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004924,S01004924,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001862,S01001862,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001863,S01001863,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006281,S01006281,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004090,S01004090,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001857,S01001857,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001858,S01001858,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006284,S01006284,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004092,S01004092,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001859,S01001859,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004091,S01004091,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006283,S01006283,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001896,S01001896,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001897,S01001897,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001885,S01001885,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006260,S01006260,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001886,S01001886,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006259,S01006259,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004076,S01004076,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004933,S01004933,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001895,S01001895,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006262,S01006262,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001894,S01001894,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004078,S01004078,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006261,S01006261,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004077,S01004077,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001884,S01001884,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004932,S01004932,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01006256,S01006256,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001903,S01001903,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004074,S01004074,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001902,S01001902,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004073,S01004073,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001905,S01001905,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001904,S01001904,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006255,S01006255,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006258,S01006258,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004075,S01004075,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001898,S01001898,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001899,S01001899,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006257,S01006257,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004934,S01004934,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001900,S01001900,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001901,S01001901,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004082,S01004082,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001879,S01001879,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006269,S01006269,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001889,S01001889,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004081,S01004081,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001880,S01001880,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006268,S01006268,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001890,S01001890,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001877,S01001877,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004083,S01004083,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001887,S01001887,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,5
S01006271,S01006271,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001878,S01001878,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004929,S01004929,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001888,S01001888,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006270,S01006270,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004931,S01004931,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001893,S01001893,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006265,S01006265,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001882,S01001882,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001883,S01001883,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006263,S01006263,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006264,S01006264,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004079,S01004079,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001891,S01001891,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006266,S01006266,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006267,S01006267,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004930,S01004930,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01004080,S01004080,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001892,S01001892,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001881,S01001881,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006311,S01006311,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001812,S01001812,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004912,S01004912,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001811,S01001811,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006310,S01006310,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001814,S01001814,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004109,S01004109,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001813,S01001813,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006313,S01006313,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001809,S01001809,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001807,S01001807,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001808,S01001808,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001810,S01001810,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006312,S01006312,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01004111,S01004111,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004110,S01004110,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004914,S01004914,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001819,S01001819,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001818,S01001818,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006307,S01006307,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001821,S01001821,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004106,S01004106,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001820,S01001820,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006306,S01006306,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,5
S01006309,S01006309,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001816,S01001816,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004913,S01004913,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,5
S01001815,S01001815,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001817,S01001817,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004107,S01004107,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004108,S01004108,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006308,S01006308,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01004909,S01004909,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004115,S01004115,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006320,S01006320,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001798,S01001798,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001800,S01001800,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006318,S01006318,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01006319,S01006319,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001799,S01001799,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001794,S01001794,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001795,S01001795,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006322,S01006322,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004908,S01004908,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001796,S01001796,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001797,S01001797,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006321,S01006321,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004116,S01004116,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001805,S01001805,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006315,S01006315,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01006316,S01006316,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001804,S01001804,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004911,S01004911,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006314,S01006314,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004112,S01004112,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001806,S01001806,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001802,S01001802,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006317,S01006317,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001801,S01001801,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,5
S01004114,S01004114,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004113,S01004113,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001803,S01001803,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004910,S01004910,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006294,S01006294,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,5
S01001840,S01001840,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004919,S01004919,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004099,S01004099,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004098,S01004098,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001842,S01001842,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001841,S01001841,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006293,S01006293,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001836,S01001836,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006296,S01006296,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01004918,S01004918,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004100,S01004100,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006295,S01006295,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,5
S01001839,S01001839,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001837,S01001837,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001838,S01001838,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004096,S01004096,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001847,S01001847,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001846,S01001846,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006290,S01006290,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006289,S01006289,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001849,S01001849,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004921,S01004921,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001848,S01001848,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004920,S01004920,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001844,S01001844,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001843,S01001843,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006292,S01006292,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006291,S01006291,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001845,S01001845,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004097,S01004097,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004104,S01004104,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006302,S01006302,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01006303,S01006303,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001826,S01001826,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001828,S01001828,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006301,S01006301,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01004916,S01004916,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001827,S01001827,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001823,S01001823,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004915,S01004915,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006305,S01006305,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001822,S01001822,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004105,S01004105,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001825,S01001825,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006304,S01006304,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001824,S01001824,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004101,S01004101,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006298,S01006298,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01006299,S01006299,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001832,S01001832,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001835,S01001835,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006297,S01006297,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001833,S01001833,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001834,S01001834,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004102,S01004102,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006300,S01006300,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001829,S01001829,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004103,S01004103,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001831,S01001831,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004917,S01004917,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001830,S01001830,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001532,S01001532,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001533,S01001533,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004222,S01004222,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006481,S01006481,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004221,S01004221,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006479,S01006479,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01006480,S01006480,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001534,S01001534,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01001529,S01001529,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01004223,S01004223,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004843,S01004843,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01006483,S01006483,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,5
S01001531,S01001531,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004844,S01004844,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,3
S01001530,S01001530,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006482,S01006482,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,5
S01004219,S01004219,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01001540,S01001540,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,1
S01006477,S01006477,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,2
S01004846,S01004846,2001 Data Zone,2011/2012,Rank,6-Fold Urban Rural Classification,5
