DZ,DZname,SIMD2020v2_Rank,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,Population,Working_Age_Population,URclass,URname,IZcode,IZname,LAcode,LAname,HBcode,HBname,MMWcode,MMWname,SPCcode,SPCname
S01006591,Ferryhill North - 01,4598,14,7,4,4591,4350,3592,4311,6090,2238,522,744,622,1,Large Urban Areas,S02001251,Ferryhill North,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000074,Aberdeen Central
S01006592,Ferryhill North - 02,6908,20,10,5,6768,6762,6870,6936,4165,4431,2855.5,742,649,1,Large Urban Areas,S02001251,Ferryhill North,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000074,Aberdeen Central
S01006593,Ferryhill North - 03,6609,19,10,5,6022,6371,5295,6909,5287,4259,1917,837,694,1,Large Urban Areas,S02001251,Ferryhill North,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000074,Aberdeen Central
S01006594,Ferryhill North - 04,6383,19,10,5,5872,5508,5979,6559,6087,3005,2533,534,369,1,Large Urban Areas,S02001251,Ferryhill North,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000074,Aberdeen Central
S01006595,Ferryhill North - 05,6116,18,9,5,5461,5507,5163,5651,5624,5654,1991,956,808,1,Large Urban Areas,S02001251,Ferryhill North,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000074,Aberdeen Central
S01006596,Ferryhill North - 06,6881,20,10,5,6632,6660,6613,6475,5341,4310,2111,784,568,1,Large Urban Areas,S02001251,Ferryhill North,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000074,Aberdeen Central
S01006597,Ferryhill North - 07,3712,11,6,3,4262,3570,2724,4394,6368,665,391,530,467,1,Large Urban Areas,S02001251,Ferryhill North,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000074,Aberdeen Central
S01006598,Ferryhill South - 01,6810,20,10,5,6880,6455,6444,6843,3283,3870,5861.5,1017,684,1,Large Urban Areas,S02001252,Ferryhill South,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000074,Aberdeen Central
S01006599,Ferryhill South - 02,2958,9,5,3,3137,2643,2905,2894,4082,2024,1919,812,621,1,Large Urban Areas,S02001252,Ferryhill South,S12000033,Aberdeen City,S08000020,Grampian,S13002845,Airyhall/Broomhill/Garthdee,S16000074,Aberdeen Central
S01006600,Ferryhill South - 03,6316,19,10,5,5644,6054,5666,5122,5801,4375,2801,1238,862,1,Large Urban Areas,S02001252,Ferryhill South,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000074,Aberdeen Central
S01006601,Ferryhill South - 04,5017,15,8,4,4767,3865,4340,5046,6166,3923,1929,1038,801,1,Large Urban Areas,S02001252,Ferryhill South,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000074,Aberdeen Central
S01006602,Ferryhill South - 05,6840,20,10,5,5615,6479,6608,6481,5266,6677,6407,896,572,1,Large Urban Areas,S02001252,Ferryhill South,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000074,Aberdeen Central
S01006603,"Kincorth, Leggart and Nigg North - 01",1367,4,2,1,2116,1062,1009,1475,3364,1098,2099,803,502,1,Large Urban Areas,S02001253,"Kincorth, Leggart and Nigg North",S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006604,"Kincorth, Leggart and Nigg North - 02",3121,9,5,3,2915,3244,2419,2798,4156,3854,2418,653,430,1,Large Urban Areas,S02001253,"Kincorth, Leggart and Nigg North",S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006605,"Kincorth, Leggart and Nigg North - 03",1743,5,3,2,1566,2180,1253,1381,5966,1276,2105,781,480,1,Large Urban Areas,S02001253,"Kincorth, Leggart and Nigg North",S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006606,"Kincorth, Leggart and Nigg North - 04",4154,12,6,3,4419,3586,3619,3569,3471,3734,3625,794,480,1,Large Urban Areas,S02001253,"Kincorth, Leggart and Nigg North",S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006607,"Kincorth, Leggart and Nigg North - 05",3196,10,5,3,3288,3120,1564,3424,5821,4292,1663,919,616,1,Large Urban Areas,S02001253,"Kincorth, Leggart and Nigg North",S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006608,"Kincorth, Leggart and Nigg South - 01",5522,16,8,4,5860,6263,4902,6214,965,3653,4827,1653,1118,1,Large Urban Areas,S02001254,"Kincorth, Leggart and Nigg South",S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006609,"Kincorth, Leggart and Nigg South - 02",3070,9,5,3,3219,3563,1406,3138,5070,2254.5,2227,1054,684,1,Large Urban Areas,S02001254,"Kincorth, Leggart and Nigg South",S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006610,"Kincorth, Leggart and Nigg South - 03",2413,7,4,2,2889,1746,2239,2026,5441,4338,2130,431,287,1,Large Urban Areas,S02001254,"Kincorth, Leggart and Nigg South",S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006611,"Kincorth, Leggart and Nigg South - 04",2957,9,5,3,2979,2690.5,3204,2393,4710,2426,1946,906,609,1,Large Urban Areas,S02001254,"Kincorth, Leggart and Nigg South",S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006612,"Kincorth, Leggart and Nigg South - 05",4528,13,7,4,4720,4218,3489,4088,3337,2921,4272,858,589,1,Large Urban Areas,S02001254,"Kincorth, Leggart and Nigg South",S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006613,Cove South - 01,6733,20,10,5,6767,6615,5837,6678,3205,3842,5294,591,425,1,Large Urban Areas,S02001255,Cove South,S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006614,Cove South - 02,6443,19,10,5,5973,5994,5211,6260,3566,6266,6277,669,476,1,Large Urban Areas,S02001255,Cove South,S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006615,Cove South - 03,6252,18,9,5,5671.5,6342,6179,6837,1704,5958,6640,838,586,1,Large Urban Areas,S02001255,Cove South,S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006616,Cove South - 04,6374,19,10,5,6408,5775,4960,5434,4163,6081,4782,747,597,1,Large Urban Areas,S02001255,Cove South,S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006617,Cove South - 05,5492,16,8,4,6044,4822,3763,4765,4624,3533,4538,635,415,1,Large Urban Areas,S02001255,Cove South,S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006618,Cove South - 06,6688,20,10,5,6525.5,6781,4415,5585,4723,6322,5357,474,324,1,Large Urban Areas,S02001255,Cove South,S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006619,Cove North - 01,5487,16,8,4,6080,5100,3996,4777,2657,5501,4641,869,586,1,Large Urban Areas,S02001256,Cove North,S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006620,Cove North - 02,5059,15,8,4,4964,4983.5,3094,4357,4533,4579,3973,786,515,1,Large Urban Areas,S02001256,Cove North,S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006621,Cove North - 03,5523,16,8,4,5877.5,4741,3562,4438,5045,6375,4009.5,504,322,1,Large Urban Areas,S02001256,Cove North,S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006622,Cove North - 04,6069,18,9,5,5485.5,5293,5119,5589,5085,6255,3067,663,529,1,Large Urban Areas,S02001256,Cove North,S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006623,Cove North - 05,2241,7,4,2,3719.5,2330,2064,2283,3045,60,2155,719,483,1,Large Urban Areas,S02001256,Cove North,S12000033,Aberdeen City,S08000020,Grampian,S13002847,Kincorth/Nigg/Cove,S16000076,Aberdeen South and North Kincardine
S01006624,Torry West - 01,2058,6,3,2,3093,2176,491,2825,6786,1381,160,771,611,1,Large Urban Areas,S02001257,Torry West,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006625,Torry West - 02,3148,10,5,3,3051,3199,2947,3366,6754,567,1674,621,441,1,Large Urban Areas,S02001257,Torry West,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006626,Torry West - 03,1300,4,2,1,1781,1222,923,1293,6458,374,684,683,477,1,Large Urban Areas,S02001257,Torry West,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006627,Torry West - 04,1238,4,2,1,2123,1619,84,1840,6262,1592,84,818,681,1,Large Urban Areas,S02001257,Torry West,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006628,Torry West - 05,2163,7,4,2,2798,2219,1396,3127,6714,313,45,1055,866,1,Large Urban Areas,S02001257,Torry West,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006629,Torry West - 06,1081,4,2,1,1053,1570,334,1226,6681,1272,902,872,516,1,Large Urban Areas,S02001257,Torry West,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006630,Torry West - 07,1425,5,3,2,1280,1755.5,770,1890,5006,1393,1174,652,400,1,Large Urban Areas,S02001257,Torry West,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006631,Torry East - 01,1207,4,2,1,1839,1865,194,1971,2542,550,795,1047,666,1,Large Urban Areas,S02001258,Torry East,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006632,Torry East - 02,1288,4,2,1,1480,1531,397,2111,5338,820,759,826,569,1,Large Urban Areas,S02001258,Torry East,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006633,Torry East - 03,657,2,1,1,798,650,621,1231,5012,56,776,660,434,1,Large Urban Areas,S02001258,Torry East,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006634,Torry East - 04,417,2,1,1,563,583,252,765,3094,100,1070,624,423,1,Large Urban Areas,S02001258,Torry East,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006635,Torry East - 05,1480,5,3,2,1941,1910.5,377,2481,4594,736,731,627,418,1,Large Urban Areas,S02001258,Torry East,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006636,Torry East - 06,754,3,2,1,759,893,1216,1001,1907,343,983,798,502,1,Large Urban Areas,S02001258,Torry East,S12000033,Aberdeen City,S08000020,Grampian,S13002846,Torry/Ferryhill,S16000076,Aberdeen South and North Kincardine
S01006637,Hanover South - 01,2463,8,4,2,3313.5,3030,1207,3572,3515,544,457,772,608,1,Large Urban Areas,S02001259,Hanover South,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006638,Hanover South - 02,1630,5,3,2,2310,1838,714,1843,6664,438,324,779,663,1,Large Urban Areas,S02001259,Hanover South,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006639,Hanover South - 03,1694,5,3,2,1740,1655,2308,1490,6179,681,205,924,702,1,Large Urban Areas,S02001259,Hanover South,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006640,Hanover South - 04,5973,18,9,5,5695,6491,3610,6692,4951,2794,1145.5,822,743,1,Large Urban Areas,S02001259,Hanover South,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006641,Hanover North - 01,3513,11,6,3,3967,2852,2997,3923,6470,1976,220,1044,888,1,Large Urban Areas,S02001260,Hanover North,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006642,Hanover North - 02,3554,11,6,3,4032,3677,3174,3725,5650,638,207,1299,1184,1,Large Urban Areas,S02001260,Hanover North,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006643,Hanover North - 03,5411,16,8,4,5824,5160,4559,5073,5750,2335,219,698,637,1,Large Urban Areas,S02001260,Hanover North,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006644,Hanover North - 04,4370,13,7,4,4354,4100,3951,4609,4306,2766,288,1139,1001,1,Large Urban Areas,S02001260,Hanover North,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006645,George Street - 01,1007,3,2,1,1049,874,1306,1969,4960,104,769,688,512,1,Large Urban Areas,S02001261,George Street,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006646,George Street - 02,3888,12,6,3,4871,5686,1775,4431,4665,311,195,861,762,1,Large Urban Areas,S02001261,George Street,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006647,George Street - 03,2962,9,5,3,2616,3026,3013,3461,4372,2027,597,625,460,1,Large Urban Areas,S02001261,George Street,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006648,George Street - 04,3506,11,6,3,4103,3531,2898,4607,4732,599,163,1751,1611,1,Large Urban Areas,S02001261,George Street,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006649,George Street - 05,2287,7,4,2,2481,1966,2839,2411,6660,675,642,954,828,1,Large Urban Areas,S02001261,George Street,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006650,George Street - 06,2621,8,4,2,3497,3438,1088,2781,6715,576,164,801,680,1,Large Urban Areas,S02001261,George Street,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006651,George Street - 07,2106,7,4,2,3031,2813,536,3335,6545,255,188,677,536,1,Large Urban Areas,S02001261,George Street,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006652,George Street - 08,5477,16,8,4,5319,5873,4065,5609,5412,1896,579,744,664,1,Large Urban Areas,S02001261,George Street,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006653,Ashgrove - 01,5467,16,8,4,4731,4998,4785,5539,5739,2844,2877,545,427,1,Large Urban Areas,S02001262,Ashgrove,S12000033,Aberdeen City,S08000020,Grampian,S13002841,Midstocket/Rosemount,S16000074,Aberdeen Central
S01006654,Ashgrove - 02,1188,4,2,1,1396,1132,982,1021,4012,1544,1262,877,638,1,Large Urban Areas,S02001262,Ashgrove,S12000033,Aberdeen City,S08000020,Grampian,S13002841,Midstocket/Rosemount,S16000074,Aberdeen Central
S01006655,Ashgrove - 03,3637,11,6,3,4380,2947,4888,3356,3405,909,1776,809,598,1,Large Urban Areas,S02001262,Ashgrove,S12000033,Aberdeen City,S08000020,Grampian,S13002841,Midstocket/Rosemount,S16000074,Aberdeen Central
S01006656,Ashgrove - 04,3391,10,5,3,3245,3314,2916,3665,6407,1310,814,980,815,1,Large Urban Areas,S02001262,Ashgrove,S12000033,Aberdeen City,S08000020,Grampian,S13002841,Midstocket/Rosemount,S16000074,Aberdeen Central
S01006657,Ashgrove - 05,2576,8,4,2,3333,3234,2055,3538,5969,4,296,525,447,1,Large Urban Areas,S02001262,Ashgrove,S12000033,Aberdeen City,S08000020,Grampian,S13002839,Hilton/Woodside/Stockethill,S16000074,Aberdeen Central
S01006658,"Froghall, Powis and Sunnybank - 01",2192,7,4,2,2734,2892,787,2634,4641,1380,180,1204,1006,1,Large Urban Areas,S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006659,"Froghall, Powis and Sunnybank - 02",6318,19,10,5,6482,6703,3570,6035,5697,4169,911,603,484,1,Large Urban Areas,S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006660,"Froghall, Powis and Sunnybank - 03",2358,7,4,2,2065,3367,1030,4556,5213,1169,137,505,371,1,Large Urban Areas,S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006661,"Froghall, Powis and Sunnybank - 04",4909,15,8,4,5353,5865,1461,5307,5962,4113,435,592,477,1,Large Urban Areas,S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006662,"Froghall, Powis and Sunnybank - 05",2481,8,4,2,3086,3344,696,3329,4426,1520,923,893,706,1,Large Urban Areas,S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006663,"Froghall, Powis and Sunnybank - 06",6784,20,10,5,6808,6845,5656,6544,5805,4660,293,568,477,1,Large Urban Areas,S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006664,"Froghall, Powis and Sunnybank - 07",5245,16,8,4,5382.5,5338,3575,4932,6411,2254.5,460,578,500,1,Large Urban Areas,S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006665,"Froghall, Powis and Sunnybank - 08",5380,16,8,4,5094,5460.5,4347,5500,5999,3068,141,773,675,1,Large Urban Areas,S02001263,"Froghall, Powis and Sunnybank",S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006666,Seaton - 01,973,3,2,1,1033,956,1419,855,4581,629,603,1001,694,1,Large Urban Areas,S02001264,Seaton,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006667,Seaton - 02,552,2,1,1,977,510,248,882,5434,274,350,750,528,1,Large Urban Areas,S02001264,Seaton,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006668,Seaton - 03,4426,13,7,4,4696,4855,2771,5297,3292,2418,311,902,810,1,Large Urban Areas,S02001264,Seaton,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006669,Seaton - 04,2723,8,4,2,2846,2137,5414,2329,5240,991,611,965,755,1,Large Urban Areas,S02001264,Seaton,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006670,Seaton - 05,4012,12,6,3,3865,4217,5083,3733,3900,1172,316,857,738,1,Large Urban Areas,S02001264,Seaton,S12000033,Aberdeen City,S08000020,Grampian,S13002842,George St/Harbour,S16000074,Aberdeen Central
S01006671,Old Aberdeen - 01,6190,18,9,5,6849,6916,4606,6944,1560,5221,982,2029,1872,1,Large Urban Areas,S02001265,Old Aberdeen,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006672,Old Aberdeen - 02,2208,7,4,2,2246,3174,1013,1956,6685,1474,320.5,801,573,1,Large Urban Areas,S02001265,Old Aberdeen,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006673,Old Aberdeen - 03,2373,7,4,2,2404,2557,1924,2452,5510,1249,1135,862,700,1,Large Urban Areas,S02001265,Old Aberdeen,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006674,Old Aberdeen - 04,1045,3,2,1,1301,525,1585,1678,4409,1375,815,913,560,1,Large Urban Areas,S02001265,Old Aberdeen,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006675,Tillydrone - 01,1512,5,3,2,1473,1785,763,1924,4810,1794,1379,915,629,1,Large Urban Areas,S02001266,Tillydrone,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006676,Tillydrone - 02,1077,4,2,1,1342,860,1204,1355,4606,467,823,734,473,1,Large Urban Areas,S02001266,Tillydrone,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006677,Tillydrone - 03,753,3,2,1,1014.5,555,1485,543,4486,509,1145.5,724,524,1,Large Urban Areas,S02001266,Tillydrone,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006678,Tillydrone - 04,1595,5,3,2,1722,1603,1119,1988,3930,1524,1318,1690,1135,1,Large Urban Areas,S02001266,Tillydrone,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006679,Tillydrone - 05,5716,17,9,5,5346,5422.5,3496,5098,6039,5469,3224,614,416,1,Large Urban Areas,S02001266,Tillydrone,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006680,Tillydrone - 06,1326,4,2,1,1444,1492.5,483,2110,3718,2082,1060,891,598,1,Large Urban Areas,S02001266,Tillydrone,S12000033,Aberdeen City,S08000020,Grampian,S13002840,Tillydrone/Seaton/Old Aberdeen,S16000074,Aberdeen Central
S01006681,Woodside - 01,1681,5,3,2,1778,1664,1681,1235,4536,2592,683,773,464,1,Large Urban Areas,S02001267,Woodside,S12000033,Aberdeen City,S08000020,Grampian,S13002839,Hilton/Woodside/Stockethill,S16000075,Aberdeen Donside
S01006682,Woodside - 02,1547,5,3,2,1291,1876,1055,1689,6515,1864,653,940,592,1,Large Urban Areas,S02001267,Woodside,S12000033,Aberdeen City,S08000020,Grampian,S13002839,Hilton/Woodside/Stockethill,S16000075,Aberdeen Donside
S01006683,Woodside - 03,1599,5,3,2,1231,1835,1095,2235,6445,1757,760,930,664,1,Large Urban Areas,S02001267,Woodside,S12000033,Aberdeen City,S08000020,Grampian,S13002839,Hilton/Woodside/Stockethill,S16000075,Aberdeen Donside
S01006684,Woodside - 04,268,1,1,1,664,208,58,502,6836,282,500,703,514,1,Large Urban Areas,S02001267,Woodside,S12000033,Aberdeen City,S08000020,Grampian,S13002839,Hilton/Woodside/Stockethill,S16000075,Aberdeen Donside
